description,artist,album,format,extra
"DoomSword ""DoomSword"" LP",DoomSword,DoomSword,Vinyl,
"Blind Assassin ""Put to the Sword"" LP",Blind Assassin,Put to the Sword,Vinyl,
"Black Sword Thunder Attack ""March of the Damned"" tape",Black Sword Thunder Attack,March of the Damned,Cassette,
"Cirrhus ""Cirrhus"" tape",Cirrhus,Cirrhus,Cassette,
"Glacier ""Spears of the Empire"" tape",Glacier,Spears of the Empire,Cassette,
"Brainstorm ""Lords"" tape",Brainstorm,Lords,Cassette,
"Thangorodrim ""Towers of the Teeth"" tape",Thangorodrim,Towers of the Teeth,Cassette,
"Lim Dul ""Desolate Melancholy of Shadows Reign"" tape",Lim Dul,Desolate Melancholy of Shadows Reign,Cassette,
"Cirrhus ""Unimpeachable Madness"" tape",Cirrhus,Unimpeachable Madness,Cassette,
"Sentient Divide ""Haunted by Cruelty"" tape",Sentient Divide,Haunted by Cruelty,Cassette,
"Eunuch ""Winter 2013 Electronic Manifestation"" tape",Eunuch,Winter 2013 Electronic Manifestation,Cassette,
"Gauntlet Ring ""Promo Tape ‘24"" tape",Gauntlet Ring,Promo Tape ‘24,Cassette,
"Doublesion ""Lydian"" tape",Doublesion,Lydian,Cassette,
"Karmic Void ""Armageddon Sun"" tape",Karmic Void,Armageddon Sun,Cassette,
"Second Hell / Skull Crusher ""Metal Deadness"" split tape",Second Hell / Skull Crusher,Metal Deadness,Cassette,
"Grizelda ""A War Drenched in Fantasy"" tape",Grizelda,A War Drenched In Fantasy,Cassette,
Lychgate | Thus sprach Futura | /category/250,Lychgate,Thus sprach Futura,Vinyl,
Kryptan | Kryptan (Grey/Black merge) | /category/250,Kryptan,Kryptan,Vinyl,Grey/Black merge
Aara | Anthropozän (black/oxblood) | /category/251,Aara,Anthropozän,Vinyl,black/oxblood
The Amenta | Solipschism | /category/251,The Amenta,Solipschism,Vinyl,
The Lovecraft Sextet | Black†White | /category/251,The Lovecraft Sextet,Black†White,Vinyl,
Arkona | Age Of Capricorn | /category/26,Arkona,Age Of Capricorn,CD,
In The Woods... | Cease The Day | /category/26,In The Woods...,Cease The Day,CD,
Terra Tenebrosa | The Reverses | /category/26,Terra Tenebrosa,The Reverses,CD,
Light of the Morning Star | Charnel Noir | /category/26,Light of the Morning Star,Charnel Noir,CD,
Blut Aus Nord | Disharmonium - Undreamable Abysses | /category/26,Blut Aus Nord,Disharmonium - Undreamable Abysses,CD,
Ulcerate | Stare Into Death And Be Still | /category/26,Ulcerate,Stare Into Death And Be Still,CD,
Power From Hell | Shadows Devouring Light | /category/26,Power From Hell,Shadows Devouring Light,CD,
Pure Wrath | Hymn To The Woeful Hearts | /category/26,Pure Wrath,Hymn To The Woeful Hearts,CD,
Blut Aus Nord | Codex Obscura Nomina | /category/26,Blut Aus Nord,Codex Obscura Nomina,CD,
Akhlys | Melinoë | /category/26,Akhlys,Melinoë,CD,
Death Fetishist | Clandestine Sacrament | /category/26,Death Fetishist,Clandestine Sacrament,CD,
Cultus Profano | Accursed Possession | /category/26,Cultus Profano,Accursed Possession,CD,
Aara | Triade I: Eos (special edition) | /category/26,Aara,Triade I: Eos,CD,special edition
Insect Ark | Raw Blood Singing | /category/26,Insect Ark,Raw Blood Singing,CD,
Archgoat | Worship The Eternal Darkness (special edition) | /category/26,Archgoat,Worship The Eternal Darkness,CD,special edition
Plebeian Grandstand | Rien ne suffit | /category/26,Plebeian Grandstand,Rien ne suffit,CD,
Aara | Triade I: Eos | /category/26,Aara,Triade I: Eos,CD,
Tenebrae In Perpetuum | Anorexia Obscura | /category/26,Tenebrae In Perpetuum,Anorexia Obscura,CD,
Behexen | From The Devil's Chalice | /category/26,Behexen,From The Devil's Chalice,CD,
Behexen | My Soul For His Glory | /category/26,Behexen,My Soul For His Glory,CD,
Dirge | Lost Empyrean | /category/26,Dirge,Lost Empyrean,CD,
The Lovecraft Sextet | Miserere | /category/26,The Lovecraft Sextet,Miserere,CD,
Ulcerate | Cutting the Throat of God | /category/26,Ulcerate,Cutting the Throat of God,CD,
Archgoat | Worship The Eternal Darkness | /category/26,Archgoat,Worship The Eternal Darkness,CD,
Selbst | Despondency Chord Progressions | /category/26,Selbst,Despondency Chord Progressions,CD,
White Ward | Love Exchange Failure | /category/26,White Ward,LOVE EXCHANGE FAILURE,CD,
Pestifer | Defeat Of The Nemesis | /category/26,Pestifer,DEFEAT OF THE NEMESIS,CD,
Imperial Crystalline Entombment | Apocalyptic End In White | /category/26,Imperial Crystalline Entombment,Apocalyptic End In White,CD,
Godkiller | We Are The Black Knights | /category/26,Godkiller,We Are The Black Knights,CD,
Dodsengel | Bab Al On | /category/26,Dodsengel,Bab Al On,CD,
Horna / Behexen | Split | /category/26,Horna / Behexen,Split,CD,
Au Champ Des Morts | Dans La Joie | /category/26,Au Champ Des Morts,Dans La Joie,CD,
Eitrin | S/T (DMP Exclusive) | /category/26,Eitrin,S/T,CD,DMP Exclusive
Blut Aus Nord | Hallucinogen | /category/26,Blut Aus Nord,HALLUCINOGEN,CD,
Aara | Triade III: Nyx (special edition) | /category/26,Aara,Triade III: Nyx,CD,special edition
Mütterlein | Bring Down The Flags | /category/26,Mütterlein,Bring Down The Flags,CD,
Dodsengel | Interequinox | /category/26,Dodsengel,Interequinox,CD,
Kryptan | Kryptan | /category/26,Kryptan,Kryptan,CD,
Taubra | Therizo | /category/26,Taubra,Therizo,CD,
Eitrin | S/T | /category/26,Eitrin,S/T,CD,
Cailleach Calling | Dreams Of Fragmentation | /category/26,Cailleach Calling,Dreams Of Fragmentation,CD,
Blut Aus Nord | What Once Was... Liber I | /category/26,Blut Aus Nord,What Once Was... Liber I,CD,
Suhnopfer | Hic Regnant Borbonii Manes | /category/26,Suhnopfer,Hic Regnant Borbonii Manes,CD,
Lychgate | Thus sprach Futura | /category/26,Lychgate,Thus sprach Futura,CD,
Blut Aus Nord | Ultima Thulée | /category/26,Blut Aus Nord,Ultima Thulée,CD,
Perilaxe Occlusion | Vapor Chamber | /category/26,Perilaxe Occlusion,VAPOR CHAMBER,CD,
White Ward | Debemur Morti | /category/26,White Ward,Debemur Morti,CD,
Blut Aus Nord | ​Disharmonium - Nahab | /category/26,Blut Aus Nord,​Disharmonium - Nahab,CD,
Manes | Slow Motion Death Sequence | /category/26,Manes,Slow Motion Death Sequence,CD,
Imperial Crystalline Entombment | Ancient Glacial Resurgence | /category/26,Imperial Crystalline Entombment,Ancient Glacial Resurgence,CD,
Anarkhon | Phantasmagorical Personification Of The Death Temple | /category/26,Anarkhon,Phantasmagorical Personification Of The Death Temple,CD,
Kaleikr | Heart Of Lead | /category/26,Kaleikr,Heart Of Lead,CD,
Waidelotte | Celestial Shrine | /category/26,Waidelotte,Celestial Shrine,CD,
Modern Rites | Monuments | /category/26,Modern Rites,Monuments,CD,
Arkona | Lunaris | /category/26,Arkona,Lunaris,CD,
Blut Aus Nord | Memoria Vetusta II - Dialogue With The Stars | /category/26,Blut Aus Nord,Memoria Vetusta II - Dialogue With The Stars,CD,
Pestilent Hex | The Ashen Abhorrence | /category/26,Pestilent Hex,The Ashen Abhorrence,CD,
Yeruselem | The Sublime | /category/26,Yeruselem,The Sublime,CD,
White Ward | Origins | /category/26,White Ward,Origins,CD,
Terra Tenebrosa | The Purging | /category/26,Terra Tenebrosa,The Purging,CD,
Aara | Triade II: Hemera | /category/26,Aara,Triade II: Hemera,CD,
Crimson Moon | Mors Vincit Omnia | /category/26,Crimson Moon,Mors Vincit Omnia,CD,
Archgoat | Black Mass XXX | /category/26,Archgoat,Black Mass XXX,CD,
Aara | En Ergô Einai | /category/26,Aara,En Ergô Einai,CD,
Other World | Tenebrous | /category/26,Other World,Tenebrous,CD,
The Amenta | Revelator | /category/26,The Amenta,Revelator,CD,
Akhlys | House of the Black Geminus | /category/26,Akhlys,House of the Black Geminus,CD,
Anarkhon | Obiasot Dwybat Ptnotun | /category/26,Anarkhon,Obiasot Dwybat Ptnotun,CD,
Light of the Morning Star | Charnel Noir (special edition) | /category/26,Light of the Morning Star,Charnel Noir,CD,special edition
Syberia | Resiliency | /category/26,Syberia,Resiliency,CD,
White Ward | Futility Report | /category/26,White Ward,Futility Report,CD,
Aversio Humanitatis | Behold The Silent Dwellers | /category/26,Aversio Humanitatis,Behold The Silent Dwellers,CD,
Latitudes | Part Island | /category/26,Latitudes,Part Island,CD,
Suhnopfer | Nous sommes d'Hier | /category/26,Suhnopfer,Nous sommes d'Hier,CD,
TheNightTimeProject | Pale Season | /category/26,TheNightTimeProject,Pale Season,CD,
Aoratos | Gods Without Name | /category/261,Aoratos,Gods Without Name,Vinyl,
Archgoat | The Luciferian Crown | /category/261,Archgoat,The Luciferian Crown,Vinyl,
Pestifer | Defeat Of The Nemesis | /category/261,Pestifer,DEFEAT OF THE NEMESIS,Vinyl,
Pestilength | Solar Clorex | /category/261,Pestilength,Solar Clorex,Vinyl,
Cultus Profano | Accursed Possession (red / milky merge) | /category/261,Cultus Profano,Accursed Possession,Vinyl,red / milky merge
Light of the Morning Star | Charnel Noir | /category/261,Light of the Morning Star,Charnel Noir,Vinyl,
Aara | Triade II: Hemera (half/half effect) | /category/261,Aara,Triade II: Hemera,Vinyl,half/half effect
Anarkhon | Phantasmagorical Personification Of The Death Temple | /category/261,Anarkhon,Phantasmagorical Personification Of The Death Temple,Vinyl,
Waidelotte | Celestial Shrine | /category/261,Waidelotte,Celestial Shrine,Vinyl,
Archgoat | Worship The Eternal Darkness (black vinyl) | /category/261,Archgoat,Worship The Eternal Darkness,Vinyl,black vinyl
Bacchus | II (DMP exclusive) | /category/261,Bacchus,II,Vinyl,DMP exclusive
Aara | Triade II: Hemera (galaxy effect) | /category/261,Aara,Triade II: Hemera,Vinyl,galaxy effect
Bacchus | II | /category/261,Bacchus,II,Vinyl,
Blut Aus Nord | ​Disharmonium - Nahab (black vinyl) | /category/261,Blut Aus Nord,​Disharmonium - Nahab,Vinyl,black vinyl
Archgoat | The Light-Devouring Darkness | /category/261,Archgoat,The Light-Devouring Darkness,Vinyl,
Pestilent Hex | The Ashen Abhorrence | /category/261,Pestilent Hex,The Ashen Abhorrence,Vinyl,
Modern Rites | Monuments | /category/261,Modern Rites,Monuments,Vinyl,
Aversio Humanitatis | Behold The Silent Dwellers | /category/261,Aversio Humanitatis,Behold The Silent Dwellers,Vinyl,
Yeruselem | The Sublime | /category/261,Yeruselem,The Sublime,Vinyl,
Godkiller | We Are The Black Knights | /category/261,Godkiller,We Are The Black Knights,Vinyl,
Behexen | Rituale Satanum | /category/261,Behexen,Rituale Satanum,Vinyl,
Cultus Profano | Accursed Possession (half black / half red) | /category/261,Cultus Profano,Accursed Possession,Vinyl,half black / half red
Blut Aus Nord | Ultima Thulée (cloudy effect) | /category/261,Blut Aus Nord,Ultima Thulée,Vinyl,cloudy effect
Power From Hell | Shadows Devouring Light | /category/261,Power From Hell,Shadows Devouring Light,Vinyl,
Aara | Triade III: Nyx | /category/261,Aara,Triade III: Nyx,Vinyl,
Selbst | Despondency Chord Progressions | /category/261,Selbst,Despondency Chord Progressions,Vinyl,
Blut Aus Nord | Memoria Vetusta I | /category/261,Blut Aus Nord,Memoria Vetusta I,Vinyl,
Aara | Triade I: Eos (black vinyl) | /category/261,Aara,Triade I: Eos,Vinyl,black vinyl
La Morte Viene Dallo Spazio | Sky Over Giza | /category/261,La Morte Viene Dallo Spazio,Sky Over Giza,Vinyl,
Aara | Triade II: Hemera | /category/261,Aara,Triade II: Hemera,Vinyl,
Imperial Crystalline Entombment | Ancient Glacial Resurgence (galaxy effect) | /category/261,Imperial Crystalline Entombment,Ancient Glacial Resurgence,Vinyl,galaxy effect
Óreiða | The Eternal | /category/261,Óreiða,The Eternal,Vinyl,
Insect Ark | Raw Blood Singing | /category/261,Insect Ark,Raw Blood Singing,Vinyl,
Blut Aus Nord | Deus Salutis Meae | /category/261,Blut Aus Nord,Deus Salutis Meae,Vinyl,
Akhlys | Melinoë (Yellow merge) | /category/261,Akhlys,Melinoë,Vinyl,Yellow merge
Insect Ark | Raw Blood Singing (DMP exclusive) | /category/261,Insect Ark,Raw Blood Singing,Vinyl,DMP exclusive
Tenebrae In Perpetuum | Anorexia Obscura (special white slipcase edition) | /category/261,Tenebrae In Perpetuum,Anorexia Obscura,Vinyl,special white slipcase edition
Inferno | PARADEIGMA (Phosphenes of Aphotic Eternity) | /category/261,Inferno,Paradeigma,Vinyl,Phosphenes of Aphotic Eternity
Archgoat | All Christianity Ends | /category/261,Archgoat,All Christianity Ends,Vinyl,
Eitrin | S/T | /category/261,Eitrin,S/T,Vinyl,
White Ward | Futility Report | /category/261,White Ward,Futility Report,Vinyl,
Arkona | Age Of Capricorn | /category/261,Arkona,Age Of Capricorn,Vinyl,
Mütterlein | Bring Down The Flags | /category/261,Mütterlein,Bring Down The Flags,Vinyl,
Aversio Humanitatis | Longing for the Untold (DMP exclusive) | /category/261,Aversio Humanitatis,Longing for the Untold,Vinyl,DMP exclusive
Aara | Triade I: Eos | /category/261,Aara,Triade I: Eos,Vinyl,
Archgoat | Whore Of Bethlehem | /category/261,Archgoat,Whore Of Bethlehem,Vinyl,
Akhlys | The Dreaming I (DMP 20-year anniversary edition) | /category/263,Akhlys,The Dreaming I,Vinyl,DMP 20-year anniversary edition
Dodsengel | Bab Al On | /category/263,Dodsengel,Bab Al On,Vinyl,
White Ward | False Light | /category/263,White Ward,FALSE LIGHT,Vinyl,
The Amenta | Revelator (US exclusive) | /category/263,The Amenta,Revelator,Vinyl,US exclusive
Perilaxe Occlusion | Vapor Chamber | /category/263,Perilaxe Occlusion,VAPOR CHAMBER,Vinyl,
White Ward | False Light | /category/263,White Ward,FALSE LIGHT,Vinyl,
V/A | Servants Of Chaos II | /category/263,V/A,Servants Of Chaos II,Vinyl,
Ulcerate | Cutting the Throat of God | /category/263,Ulcerate,Cutting the Throat of God,Vinyl,
Crimson Moon | Mors Vincit Omnia | /category/263,Crimson Moon,Mors Vincit Omnia,Vinyl,
Akhlys | House of the Black Geminus (DMP Exclusive) | /category/263,Akhlys,House of the Black Geminus,Vinyl,DMP Exclusive
V/A | Servants Of Chaos II | /category/263,V/A,Servants Of Chaos II,Vinyl,
In The Woods... | Cease The Day | /category/263,In The Woods...,Cease The Day,Vinyl,
Akhlys | The Dreaming I | /category/263,Akhlys,The Dreaming I,Vinyl,
Blut Aus Nord | Memoria Vetusta II - Dialogue With The Stars | /category/263,Blut Aus Nord,Memoria Vetusta II - Dialogue With The Stars,Vinyl,
Suhnopfer | Nous sommes d'Hier (blue / gold merge) | /category/263,Suhnopfer,Nous sommes d'Hier,Vinyl,blue / gold merge
Akhlys | House of the Black Geminus | /category/263,Akhlys,House of the Black Geminus,Vinyl,
White Ward | Love Exchange Failure | /category/263,White Ward,LOVE EXCHANGE FAILURE,Vinyl,
Perilaxe Occlusion | Vapor Chamber | /category/303,Perilaxe Occlusion,VAPOR CHAMBER,Cassette,
Imperial Crystalline Entombment | Apocalyptic End In White | /category/303,Imperial Crystalline Entombment,Apocalyptic End In White,Cassette,
Imperial Crystalline Entombment | Ancient Glacial Resurgence | /category/303,Imperial Crystalline Entombment,Ancient Glacial Resurgence,Cassette,
Akhlys | House of the Black Geminus | /category/303,Akhlys,House of the Black Geminus,Cassette,
Selbst | Despondency Chord Progressions | /category/303,Selbst,Despondency Chord Progressions,Cassette,
Eitrin | S/T | /category/303,Eitrin,S/T,Cassette,
Nightbringer | Death and the Black Work + Rex Ex Ordine Throni | /category/353,Nightbringer,Death and the Black Work + Rex Ex Ordine Throni,Vinyl,
DARK FURY &#8211; Shoot to Kill T-SHIRT OLIVE,?,?,Other,
OHTAR &#8211; Emptiness T-SHIRT,?,?,Other,
ATRA &#8211; Logo T-SHIRT,?,?,Other,
WOTANORDEN &#8211; Summoning the Beast Within T-SHIRT,?,?,Other,
LEVIATHAN &#8211; The Tenth Sub Level of Suicide T-SHIRT,?,?,Other,
MARDUK &#8211; Panzer Division Marduk T-SHIRT,?,?,Other,
"DEIPHAGO &#8211; I, the Devil CASSETTE",Deiphago,"I, the Devil",Cassette,
POHORON &#8211; People of the Goat CASSETTE,Pohoron,People of the Goat,Cassette,
DEEP DESOLATION &#8211; Boski jad CASSETTE,Deep Desolation,Boski Jad,Cassette,
MASSHU &#8211; Into the Darkness CASSETTE,Masshu,Into the Darkness,Cassette,
HAMMERS RULE &#8211; Show No Mercy CASSETTE,Hammers Rule,Show No Mercy,Cassette,
GUILLOTINA &#8211; Demo 2019 CASSETTE,Guillotina,Demo 2019,Cassette,
"ENCOFFINATION &#8211; O Hell, Shine in Thy Whited Sepulchures CASSETTE",Encoffination,"O Hell, Shine in Thy Whited Sepulchures",Cassette,
NECROSLEEZER &#8211; Pope Kill CASSETTE,Necrosleezer,Pope Kill,Cassette,
ET VERBI SATHANUS &#8211; Command CASSETTE,Et Verbi Sathanus,Command,Cassette,
BLASPHEMONGER &#8211; Impaled Beneath the Pentagram CASSETTE,Blasphemonger,Impaled Beneath the Pentagram,Cassette,
SUPERNAL REFUSE &#8211; Inversion Protocol CASSETTE,Supernal Refuse,Inversion Protocol,Cassette,
IN INFERNAL WAR &#8211; Guerra Infernal CASSETTE,In Infernal War,Guerra Infernal,Cassette,
GRAFVOLLUTH &#8211; Long Live Death! CASSETTE,Grafvolluth,Long Live Death!,Cassette,
ODIUM TOTUS &#8211; In Inceptum Finis Est CASSETTE,Odium Totus,In Inceptum Finis Est,Cassette,
HARVEST GULGALTHA &#8211; Altars of Devotion CASSETTE,Harvest Gulgaltha,Altars of Devotion,Cassette,
GOREFEST &#8211; Erase CASSETTE,Gorefest,Erase,Cassette,
LLYR / LOST &#8211; Split CASSETTE,Llyr / Lost,Split,Cassette,
NADIWRATH &#8211; Nihilistic Stench CASSETTE,Nadiwrath,Nihilistic Stench,Cassette,
CRUCIFIED &#8211; Tales of the Tainted Messiah CASSETTE,Crucified,Tales of the Tainted Messiah,Cassette,
POISON MIST &#8211; Poison Mist CASSETTE,Poison Mist,Poison Mist,Cassette,
RAVENDARK&#8217;S MONARCHAL CANTICLE / WALSUNG &#8211; Brotherhood in Battle CASSETTE,Ravendark’S Monarchal Canticle / Walsung,Brotherhood in Battle,Cassette,
VOMIT &#8211; Desecration (Demo 1) CASSETTE,Vomit,Desecration (Demo 1),Cassette,
ASSUMPTION &#8211; Mosaic of the Dismal Dominion CASSETTE,Assumption,Mosaic of the Dismal Dominion,Cassette,
IRAE &#8211; Lurking in the Depths CASSETTE,Irae,Lurking in the Depths,Cassette,
PNEUMA HAGION &#8211; Trinity I CASSETTE,Pneuma Hagion,Trinity I,Cassette,
WITCHCRAFT &#8211; Diablerie CASSETTE,Witchcraft,Diablerie,Cassette,
ECCE HOMMO &#8211; Rehearsal Demo CASSETTE,Ecce Hommo,Rehearsal Demo,Cassette,
BLASPHEMY &#8211; Live Ritual CASSETTE,Blasphemy,Live Ritual,Cassette,
WEST WALL &#8211; On My Shield CASSETTE,West Wall,On My Shield,Cassette,
THE MIST FROM THE MOUNTAINS &#8211; Monumental &#8211; The Temple of Twilight CD,The Mist From The Mountains,Monumental – The Temple of Twilight,CD,
NOXIA / FREMDREICH &#8211; Kein Platz / Remnants of the Arcane CD,Noxia / Fremdreich,Kein Platz / Remnants of the Arcane,CD,
SVARTA / ELANDE &#8211; Invokation DIGIPAK CD,Svarta / Elande,Invokation,CD,
STOSSTRUP &#8211; Wir Kommen &#8211; Rehearsal 110 CD,Stosstrup,Wir Kommen – Rehearsal 110,CD,
MOLOCH &#8211; Stiller Schrei des winters CD,Moloch,Stiller Schrei des winters,CD,
ASSASSINATION &#8211; Red Magick Faction A5 DIGIPAK CD,Assassination,Red Magick Faction,CD,
DISSECTION &#8211; The Somberlain CD,Dissection,THE SOMBERLAIN,CD,
ARKTOGAA &#8211; Æra Yersinia Pestis Spiritvs CD,Arktogaa,Æra Yersinia Pestis Spiritvs,CD,
SAMMAS EQUINOX &#8211; Maailmantaonta DIGIPAK CD,Sammas Equinox,Maailmantaonta,CD,
KATHARSIS &#8211; VVorldvvithoutend CD,Katharsis,VVorldvvithoutend,CD,
DYSANGELIUM &#8211; Dysangelium DOUBLE CD,Dysangelium,Dysangelium,CD,
ADORIA / FEUERNACHT / STAHLFRONT &#8211; Wehrwolf Jugend CD,Adoria / Feuernacht / Stahlfront,Wehrwolf Jugend,CD,
MAESTRO CROQUE MORT &#8211; Je tuerai votre monde DIGIPAK CD,Maestro Croque Mort,Je tuerai votre monde,CD,
VOLKOLUN &#8211; Path Through the Mist DIGIPAK CD,Volkolun,Path Through the Mist,CD,
PAGAN FLAME &#8211; Symbole de vie et de lumière CD,Pagan Flame,Symbole de vie et de lumière,CD,
EMBATERION &#8211; The Sound of Charge DIGISLEEVE CD,Embaterion,The Sound of Charge,CD,
WAKBOTH / RIENAUS &#8211; Split CD,Wakboth / Rienaus,Split,CD,
CIRCLE OF OUROBORUS &#8211; Thurisa DIGIPAK CD,Circle Of Ouroborus,Thurisa,CD,
ARMAGGEDON &#8211; Trumpets of Christian CD,Armaggedon,Trumpets of Christian,CD,
ABSURD &#8211; Promo 11/2019 A.Y.P.S. DIGISLEEVE CD,Absurd,Promo 11/2019 A.Y.P.S.,CD,
VLAD TEPES &#8211; War Funeral March CD,Vlad Tepes,War Funeral March,CD,
ETERNUM &#8211; The Devouring Descent CD,Eternum,The Devouring Descent,CD,
EVIL &#8211; Revenge of Iron and Thunder DIGIPAK CD,Evil,Revenge of Iron and Thunder,CD,
NECRO RITUS &#8211; Fiery Necromancy CD,Necro Ritus,Fiery Necromancy,CD,
BEHEXEN &#8211; By the Blessing of Satan CD,Behexen,By the Blessing of Satan,CD,
BLACKDEATH &#8211; Chronicles of Hellish Circles II CD,Blackdeath,Chronicles of Hellish Circles II,CD,
INTOL &#8211; Berserker Savagery DIGIPAK CD,Intol,Berserker Savagery,CD,
HELDUNE &#8211; Echoes of the Fallen CD,Heldune,Echoes of the Fallen,CD,
MANIFESTING &#8211; Descension Through the Seven Forbidden Seals CD,Manifesting,Descension Through the Seven Forbidden Seals,CD,
IRAE &#8211; Lurking in the Depths DIGIPAK CD,Irae,Lurking in the Depths,CD,
ARYMAN &#8211; &#8230;i nienazwanych Dyjabłów CD,Aryman,…i nienazwanych Dyjabłów,CD,
SLAEGT &#8211; Ildsvanger CD,Slaegt,Ildsvanger,CD,
LIK &#8211; Avgrundspoetens flamma CD,LIK,Avgrundspoetens flamma,CD,
AKASHAH &#8211; Taran CD,Akashah,Taran,CD,
WODULF &#8211; Wargus Esto CD,Wodulf,Wargus Esto,CD,
FUNERAL PYRE &#8211; Funeral Pyre CD,Funeral Pyre,Funeral Pyre,CD,
MALIGNAMENT &#8211; Hypocrisis Absolution CD,Malignament,Hypocrisis Absolution,CD,
DARKNESS ENSHROUDED THE MIST &#8211; The Black Curses CD,Darkness Enshrouded The Mist,The Black Curses,CD,
CROSS OF IRON &#8211; In the Steelstorms CD,Cross Of Iron,In the Steelstorms,CD,
AKROTHEISM / SEPTUAGINT &#8211; Sphinx: The Great Enigma of Times CD,Akrotheism / Septuagint,Sphinx: The Great Enigma Of Times,CD,
VAAL &#8211; Visioen van het verborgen land CD,Vaal,Visioen van het verborgen land,CD,
LEGION / PERUNWIT &#8211; Split CD,Legion / Perunwit,Split,CD,
BLOOD STRONGHOLD &#8211; Vengeance in Sacrificial Blood DIGIPAK CD,Blood Stronghold,Vengeance in Sacrificial Blood,CD,
BESTIAL WHORE &#8211; Pentagram Perversion CD,Bestial Whore,Pentagram Perversion,CD,
HORNA &#8211; Hiidentorni CD,Horna,Hiidentorni,CD,
NEFARIOUS RITES &#8211; Nefarious Rites CD,Nefarious Rites,Nefarious Rites,CD,
PESTIS CULTUS &#8211; Pestis Cultus DIGIPAK CD,Pestis Cultus,Pestis Cultus,CD,
ANNIHILATUS &#8211; Blood and War DIGIPAK CD,Annihilatus,Blood and War,CD,
MARDUK &#8211; Heaven Shall Burn When We Are Gathered CD,Marduk,Heaven Shall Burn When We Are Gathered,CD,
ANTHEM &#8211; Art Et Dictature DIGIPAK CD,Anthem,Art Et Dictature,CD,
SADOMATIC RITES &#8211; Demo 2023 CD,Sadomatic Rites,Demo 2023,CD,
MARDUK &#8211; Panzer Division Marduk DIGIPAK CD,Marduk,Panzer Division Marduk,CD,
POPRAVA &#8211; Supredator CD,Poprava,Supredator,CD,
CELTIC DANCE &#8211; Oderint Dum Metuant CD,Celtic Dance,Oderint Dum Metuant,CD,
SVARTR STURM &#8211; En Route vers le Front CD,Svartr Sturm,En Route vers le Front,CD,
HEATHEN HAMMER &#8211; Clandestine Oath DIGIPAK CD,Heathen Hammer,Clandestine Oath,CD,
PANZERJAGER / AESIR &#8211; War Chants for Ragnarok CD,Panzerjager / Aesir,War Chants for Ragnarok,CD,
SATURNALIA TEMPLE &#8211; To the Other CD,Saturnalia Temple,To The Other,CD,
HORNA / BEHEXEN &#8211; Split DIGIPAK CD,Horna / Behexen,Split,CD,
MARDUK &#8211; Opus Nocturne CD,Marduk,Opus Nocturne,CD,
KOLAC / KROWOS / VON HEXE &#8211; Herebus Trinity Rebus DIGIPAK CD,Kolac / Krowos / Von Hexe,Herebus Trinity Rebus,CD,
PIAREVARACIEN &#8211; Symbole de vie et de lumièreU pošukach pačatku tych šlachoŭ DIGIPAK CD,Piarevaracien,Symbole de vie et de lumièreU pošukach pačatku tych šlachoŭ,CD,
OVADER &#8211; Wotankult CD,Ovader,Wotankult,CD,
KORGONTHURUS &#8211; Vuohen Siunaus CD,Korgonthurus,Vuohen Siunaus,CD,
BURZUM &#8211; Umskiptar CD,Burzum,Umskiptar,CD,
MALEDICERE &#8211; Leave Only What is Fit to Burn CD,Maledicere,Leave Only What Is Fit to Burn,CD,
DARK FURY &#8211; Slavonic Thunder DIGIPAK CD,Dark Fury,Slavonic Thunder,CD,
ICONOCLAST CONTRA &#8211; Combat is the Voice of the Heathen CD,Iconoclast Contra,Combat is the Voice of the Heathen,CD,
GEISTAZ&#8217;IKA &#8211; 	Trolddomssejd i skovens dybe kedel DIGIPAK CD,Geistaz’Ika,Trolddomssejd i skovens dybe kedel,CD,
KUUPYR &#8211; Black Forest Path CD,Kuupyr,Black Forest Path,CD,
BLACKDEATH &#8211; Phantasmhassgorie CD,Blackdeath,Phantasmhassgorie,CD,
NARGAROTH &#8211; Rasluka CD,Nargaroth,Rasluka,CD,
RUHO &#8211; Mouth of Extinction CD IN CLOTH BAG,Ruho,Mouth of Extinction,CD,
FERAL HOWL &#8211; Worshipper CD,Feral Howl,Worshipper,CD,
REVENGE &#8211; Victory.Intolerance.Mastery CD,Revenge,Victory.Intolerance.Mastery,CD,
OHTAR &#8211; Emptiness CD,Ohtar,Emptiness,CD,
LOITS &#8211; Tulisilma Sund CD,Loits,Tulisilma Sund,CD,
GRAND CELESTIAL NIGHTMARE &#8211; The Great Apocalyptic Desolation CD,Grand Celestial Nightmare,The Great Apocalyptic Desolation,CD,
RESURGENCE &#8211; Graves of the Eclipse &#8211; Blood of the Zenith CD,Resurgence,Graves of the Eclipse – Blood of the Zenith,CD,
SUDWIND / BLOOD RITUAL &#8211; The Silence of Death Shall Follow CD,Sudwind / Blood Ritual,The Silence of Death Shall Follow,CD,
MONDFINSTERNIS &#8211; Where the Heaven Ends CD,Mondfinsternis,Where the Heaven Ends,CD,
INSANE APOLLYON &#8211; Insane Apollyon CD,Insane Apollyon,Insane Apollyon,CD,
BLUTKULT / CELTIC DANCE &#8211; We Are the Roar of Thunder DIGIPAK CD,Blutkult / Celtic Dance,We Are the Roar of Thunder,CD,
COUNTESS &#8211; Into Battle CD,Countess,Into Battle,CD,
AKOLYYTTI &#8211; Akolyytti CD,Akolyytti,Akolyytti,CD,
