description,artist,album,format,extra
Eternium – Repelling A Solar Giant CD,Eternium,Repelling A Solar Giant,CD,CD 2013
USED - Merlot – Insipid Emaciation CD,Merlot,Insipid Emaciation,CD,CD 2008
BLEMISH - Dirt Church – Scum Prophets CD,Dirt Church,Scum Prophets,CD,Wax Sealed Sleeve 2013
Oxalate / Perpetuated / Blood Spore / Vivisect - Split CD,Oxalate / Perpetuated / Blood Spore / Vivisect,Split,CD,Jewel Case 2020
USED - Cariosus - Crime & Punishment CD,Cariosus,Crime & Punishment,CD,CD 2015
All Out War - Truth In The Age Of Lies CD,All Out War,Truth In The Age Of Lies,CD,Digipak 2012
Thieves - No Motive CD,Thieves,No Motive,CD,CD 2016
Serocs - Vore CD,Serocs,Vore,CD,CD 2020
Loaded For Bear / Bizarre X - Split CD,Loaded For Bear / Bizarre X,Split,CD,CD 2007 (SEALED)
Suntouch House - Demonstration CD,Suntouch House,Demonstration,CD,CD 2022
Suffocation - Souls To Deny CD,Suffocation,Souls To Deny,CD,Jewel Case 2020
USED - Consummation - The Great Solar Hunter CD,Consummation,The Great Solar Hunter,CD,CD 2019 w/ Slipcase
YOB - Elaborations Of Carbon CD,Yob,Elaborations Of Carbon,CD,Jewel Case 2023
Udånde – Life Of A Purist CD,Udånde,Life Of A Purist,CD,CD 2021
Ashbringer – Yūgen CD,Ashbringer,Yūgen,CD,Jewel Case 2016
Pit Lord - Gallery Of Skewered Swine CD,Pit Lord,Gallery Of Skewered Swine,CD,CD 2022
Pig Destroyer - Terrifyer CD,Pig Destroyer,Terrifyer,CD,Jewel Case 2022
Witness Chamber - True Delusion CD,Witness Chamber,True Delusion,CD,Jewel Case 2023
Abreact – Entities CD,Abreact,Entities,CD,CD 2012 (SEALED)
BLEMISH / USED - Khanate – Khanate CD,Khanate,Khanate,CD,Jewel Case 2001
Hail The Artilect - Hail The Artilect CD,Hail The Artilect,Hail The Artilect,CD,Digipak 2013
Afsky - sorg CD,Afsky,sorg,CD,CD 2023
Bound In Fear - The Hand Of Violence CD,Bound In Fear,The Hand Of Violence,CD,Digipak 2019 (SEALED)
Tehom – The Merciless Light CD,Tehom,The Merciless Light,CD,Jewel Case 2017
Sunken - Departure CD,Sunken,Departure,CD,CD 2021
God Forbid - Earthsblood CD,God Forbid,Earthsblood,CD,CD 2009 (SEALED)
Confusion - Storm The Walls CD,Confusion,Storm The Walls,CD,CD 2023
Piece Of Mind - Unfulfilled EP,Piece Of Mind,Unfulfilled,Vinyl,Yellow 2020 press vinyl
Whispers - Narok Bon Din EP,Whispers,Narok Bon Din,Vinyl,Red Marble 2nd press vinyl
Leechfeast - Village Creep EP,Leechfeast,Village Creep,Vinyl,Black 1st press vinyl
VoidCeremony - Foul Origins Of Humanity EP,Voidceremony,Foul Origins Of Humanity,Vinyl,Red 2018 press vinyl
Noose Rot - The Creeping Unknown EP,Noose Rot,The Creeping Unknown,Vinyl,Blue 2021 press vinyl
Ernte - Geist Und Hexerei LP,Ernte,Geist Und Hexerei,Vinyl,Black 2022 press vinyl
Black Table – Sentinel LP,Black Table,Sentinel,Vinyl,Black 2013 press vinyl
Yon – Order Of Violence LP,Yon,Order Of Violence,Vinyl,Clear / Black 2021 press vinyl
Białywilk - Zmora LP,Białywilk,Zmora,Vinyl,Black 2023 press vinyl
USED - Issolei – Cilicium LP,Issolei,Cilicium,Vinyl,Purple Smoke 2021 press
Domain - Life's Cold Grasp LP,Domain,Life's Cold Grasp,Vinyl,Yellow w/ Splatter 2024 press
Mansions - Big Bad LP,Mansions,Big Bad,Vinyl,Coke Bottle Clear 1st press vinyl
Executioner's Mask - Despair Anthems LP,Executioner's Mask,Despair Anthems,Vinyl,Black 2020 press vinyl
Abythic - Dominion Of The Wicked LP,Abythic,Dominion Of The Wicked,Vinyl,Black 1st press vinyl
Woe - Legacies Of Frailty LP,Woe,Legacies of Frailty,Vinyl,Black 2023 press vinyl
Iron Lung - White Glove Test LP,Iron Lung,White Glove Test,Vinyl,Blue 2024 press vinyl
Mgła - Exercises In Futility LP,Mgła,Exercises In Futility,Vinyl,Black 2024 press vinyl
USED - Famulus Ab Satanas – Sacred Assembly Beneath Unholy Secrecy LP,Famulus ab Satanas,Sacred Assembly Beneath Unholy Secrecy,Vinyl,Black 2020 press vinyl
Astriferous - The Lower Levels Of Sentience LP,Astriferous,The Lower Levels Of Sentience,Vinyl,Black 1st press vinyl
Hate Force - Hate Force LP,Hate Force,Hate Force,Vinyl,Black/White Merge 2019 press
Judiciary - Flesh + Blood LP,Judiciary,Flesh + Blood,Vinyl,Silver w/ Splatter 2023 press
Wreck And Reference - Want LP,Wreck And Reference,Want,Vinyl,Black 2014 press vinyl
Lyed – The Immolated Earth LP,Lyed,The Immolated Earth,Vinyl,Blue 2017 press vinyl
BLEMISH - Remah - Une Main LP,Remah,Une Main,Vinyl,Black 2021 press vinyl
Controller - Thoughts Of Life Slipping Away LP,Controller,Thoughts Of Life Slipping Away,Vinyl,Blue 2023 press vinyl
Pit Lord - Gallery Of Skewered Swine LP,Pit Lord,Gallery Of Skewered Swine,Vinyl,Black 2022 press vinyl
Anatomia / Undergang - Split LP,Anatomia / Undergang,Split,Vinyl,Black 1st press vinyl
Yashira - Fail To Be LP,Yashira,Fail To Be,Vinyl,White/Pink/Black 2021 press
Wolvhammer - The Obsidian Plains LP,Wolvhammer,The Obsidian Plains,Vinyl,Black 1st press vinyl
Reign / Rulum - The Occult LP,Reign / Rulum,The Occult,Vinyl,Aqua/White Swirl 1st press vinyl
Bedsore - Hypnagogic Hallucinations LP,Bedsore,Hypnagogic Hallucinations,Vinyl,Butterly 2021 press vinyl
Ov Shadows ‎- I Djävulens Avbild LP,Ov Shadows ‎,I Djävulens Avbild,Vinyl,Black 2021 press vinyl
Woven Bones – In And Out And Back Again LP,Woven Bones,In And Out And Back Again,Vinyl,Black 2010 press vinyl
USED - Foo Fighters - But Here We Are LP,Foo Fighters,But Here We Are,Vinyl,Black 2023 press vinyl
Wrathprayer / Force Of Darkness - Wrath Of Darkness LP,Wrathprayer / Force of Darkness,Wrath of Darkness,Vinyl,Green 1st press vinyl
Wayfarer - World's Blood LP,Wayfarer,World's Blood,Vinyl,Yellow w/ Smoke 2021 press
Cryptopsy - And Then You'll Beg LP,Cryptopsy,And Then You'll Beg,Vinyl,Splatter 2021 press vinyl
Convulsing - Errata LP,Convulsing,Errata,Vinyl,Color OBI (##/80) + Clear w/ White/Black Splatter 2024 press
Witch Vomit - Funeral Sanctum LP,Witch Vomit,Funeral Sanctum,Vinyl,Color 2024 press vinyl
BLEMISH - Yith - Passage LP,Yith,Passage,Vinyl,Black 1st press vinyl
Inclination - Unaltered Perspective LP,Inclination,Unaltered Perspective,Vinyl,Orange/Black/White Galaxy 2022 press vinyl
USED - Stand Atlantic – F.E.A.R. LP,Stand Atlantic,F.E.A.R.,Vinyl,Purple/Neon w/ Splatter 2022 press
Inter Arma - Paradise Gallows LP,Inter Arma,Paradise Gallows,Vinyl,Metallic Gold 2nd press vinyl
Apes - Lullabies For Eternal Sleep LP,Apes,Lullabies For Eternal Sleep,Vinyl,Split w/ Splatter 2022 press
Vukari - Divination LP,Vukari,Divination,Vinyl,Clear w/ Black Marble 2nd press vinyl
Tzompantli – Beating The Drums Of Ancestral Force LP,Tzompantli,Beating The Drums Of Ancestral Force,Vinyl,Color 2024 press vinyl
Hessian – Mànégarmr LP,Hessian,Mànégarmr,Vinyl,Black 2013 press vinyl
Ildjarn-Nidhogg - Hardangervidda Part II LP,Ildjarn-Nidhogg,Hardangervidda Part II,Vinyl,Black 2021 press vinyl
Erdve - Vaitojimas LP,Erdve,Vaitojimas,Vinyl,Clear 2018 press vinyl
BLEMISH - The Phantom Carriage – 7-Year Epilogue LP,The Phantom Carriage,7-Year Epilogue,Vinyl,Magenta Translucent w/ Marble 2020 press vinyl (lim/100)
Dream Unending - Tide Turns Eternal LP,Dream Unending,Tide Turns Eternal,Vinyl,Orange Crush 2022 press vinyl
Loather - Eis LP,Loather,Eis,Vinyl,Black 2023 press vinyl
Void Paradigm ‎– Ultime Pulsation | Demain Brûle LP,Void Paradigm ‎,Ultime Pulsation | Demain Brûle,Vinyl,Black 2020 press vinyl
Tzompantli – Tlazcaltiliztli LP,Tzompantli,Tlazcaltiliztli,Vinyl,Black 2022 press vinyl
Anarchos - Invocation Of Moribund Spirits LP,Anarchos,Invocation Of Moribund Spirits,Vinyl,Black 1st press vinyl
Inferno - Paradeigma LP,Inferno,Paradeigma,Vinyl,Red/Black Merge 2nd press vinyl
Knight Of The Round - War Of The Triad LP,Knight Of The Round,War Of The Triad,Vinyl,Brown 2021 press vinyl
Infesticide - Envenoming Wounds LP,Infesticide,Envenoming Wounds,Vinyl,Black 1st press vinyl
Reign / Rulum - The Occult LP,Reign / Rulum,The Occult,Vinyl,Black 1st press vinyl
USED - Azarath - In Extremis LP,Azarath,In Extremis,Vinyl,Black 2017 press vinyl
Death - Leprosy LP,Death,Leprosy,Vinyl,Black 2023 press vinyl
Hadit - With Joy and Ardour Through the Incommensurable Path LP,Hadit,With Joy and Ardour Through the Incommensurable Path,Vinyl,Black 2021 press vinyl
Whoresnation - Dearth LP,Whoresnation,Dearth,Vinyl,Black 2022 press vinyl
Sophist - Dissolution LP,Sophist,Dissolution,Vinyl,Black 1st press vinyl
The Hirsch Effekt - Holon : Hiberno LP,The Hirsch Effekt,Holon : Hiberno,Vinyl,Black 2011 press vinyl
Ekranoplan – Demo LP,Ekranoplan,Demo,Vinyl,White w/ Splatter 2015 press vinyl (#082/103)
Excarnated Entity - Stillborn In Ash LP,Excarnated Entity,Stillborn In Ash,Vinyl,Grey 1st press vinyl
Flesher - Tales Of Grotesque Demise LP,Flesher,Tales Of Grotesque Demise,Vinyl,Red 2023 press vinyl
Sainte Marie Des Loups - Funérailles De Feu LP,Sainte Marie Des Loups,Funérailles De Feu,Vinyl,Black 2nd press vinyl
USED - Spire - Temple Of Khronos LP,Spire,Temple Of Khronos,Vinyl,Black 2021 press vinyl
USED - Faceless Burial - Speciation LP,Faceless Burial,Speciation,Vinyl,Blue-In-Clear 2020 press
USED - Ceremony Of Silence - Oútis LP,Ceremony Of Silence,Oútis,Vinyl,Random Mixed 2019 press
Exhumed - Necrocracy LP,Exhumed,Necrocracy,Vinyl,Red w/ Splatter 2024 press
Luctus - Užribis LP,Luctus,Užribis,Vinyl,Black 1st press vinyl
Tempest - Tempest LP,Tempest,Tempest,Vinyl,Black 2016 press vinyl
Home Invasion - Enemy LP,Home Invasion,Enemy,Vinyl,Color 2024 press vinyl
Realm Of Torment - Ytene's Collapse LP,Realm Of Torment,Ytene's Collapse,Vinyl,"""Overturn"" Alt Cover w/ Blue 2022 press vinyl"
Age Of Apocalypse - Grim Wisdom LP,Age Of Apocalypse,Grim Wisdom,Vinyl,Green/Clear Split w/ Blob & Splatter 2022 press
Vacivus - Temple Of The Abyss LP,Vacivus,Temple Of The Abyss,Vinyl,Black 2017 press vinyl
Sepulchral Whore – Everlasting Morbid Delights LP,Sepulchral Whore,Everlasting Morbid Delights,Vinyl,Red w/ Swirl 2017 press
Prosanctus Inferi - Red Streams Of Flesh LP,Prosanctus Inferi,Red Streams Of Flesh,Vinyl,Red 1st press vinyl
Last Gasp - The Storied Weight Of It All LP,Last Gasp,The Storied Weight Of It All,Vinyl,Red w/ Black silk-screen 1st press vinyl
Blood In Blood Out - No One Conquers Who Doesn't Fight LP,Blood In Blood Out,No One Conquers Who Doesn't Fight,Vinyl,Merge 2022 press vinyl
BLEMISH - MNRV - Gorod Zero LP,MNRV,Gorod Zero,Vinyl,Clear w/ Splatter 2016 press
Downfall - Behind The Curtain LP,Downfall,Behind The Curtain,Vinyl,Orange w/ Black Splatter 2022 press vinyl
Choir - Songs For A Tarnished World LP,Choir,Songs For A Tarnished World,Vinyl,Clear 2022 press (lim/108)
Portrayal Of Guilt - Christfucker LP,Portrayal Of Guilt,Christfucker,Vinyl,Red w/ Black Splatter 2021 press
Choir - Songs For A Tarnished World LP,Choir,Songs For A Tarnished World,Vinyl,Splatter 2022 press (lim/136)
Naxen - Towards The Tomb Of Times LP,Naxen,Towards The Tomb Of Times,Vinyl,Clear 2022 press vinyl
USED - Goregäng – Neon Graves LP,Goregäng,Neon Graves,Vinyl,Black 2019 press vinyl
Vamachara - No Roses On My Grave LP,Vamachara,No Roses On My Grave,Vinyl,Purple/Grey/Green w/ Splatter 2023 press
One King Down - Bloodlust Revenge LP,One King Down,Bloodlust Revenge,Vinyl,Color 2023 press vinyl
Hangman - One By One LP,Hangman,One By One,Vinyl,Purple 2019 press vinyl
Aristarchos - Aristarchos LP,Aristarchos,Aristarchos,Vinyl,Black 1st press vinyl
Deiquisitor / Phrenelith / Taphos / Undergang - Tetralogy Of Death LP,Deiquisitor / Phrenelith / Taphos / Undergang,Tetralogy Of Death,Vinyl,Black 2022 press vinyl
Dead Empires – Designed to Disappear LP,Dead Empires,Designed to Disappear,Vinyl,Gold/Haze 2018 press
Bain De Sang – Sacrificed For A Load Of Filth And Lies LP,Bain De Sang,Sacrificed For A Load Of Filth And Lies,Vinyl,Black Silkscreen 2020 press vinyl (lim/400)
Kommand - Death Age LP,Kommand,Death Age,Vinyl,Color 2023 press
Antropofagus - Methods Of Resurrection Through Evisceration LP,Antropofagus,Methods Of Resurrection Through Evisceration,Vinyl,Black 1st press vinyl
Burning Strong - Here Until The End LP,Burning Strong,Here Until The End,Vinyl,Grey 2023 press vinyl
Ildjarn-Nidhogg - Hardangervidda Part II LP,Ildjarn-Nidhogg,Hardangervidda Part II,Vinyl,Blue 2021 press vinyl
So Is The Tongue – A Child of Divorce LP,So Is The Tongue,A Child of Divorce,Vinyl,Black 2012 press vinyl (lim/300)
Glemt / Unholy Vampyric Slaughter Sect / Crucifixion Bell / Celestial Sword – What Sin Hath Twisted LP,Glemt / Unholy Vampyric Slaughter Sect / Crucifixion Bell / Celestial Sword,What Sin Hath Twisted,Vinyl,Black 2022 press vinyl
Ilsa - Preyer LP,Ilsa,Preyer,Vinyl,Blood Red 1st press vinyl
Jarhead Fertilizer - Carceral Warfare LP,Jarhead Fertilizer,Carceral Warfare,Vinyl,Red/Black Galaxy 2024 press
Aversio Humanitatis - Behold The Silent Dwellers LP,Aversio Humanitatis,Behold The Silent Dwellers,Vinyl,Grey w/ Black Splatter 2021 press
Seher – Nachzehrer LP,Seher,Nachzehrer,Vinyl,Black 2016 press vinyl
Zan - Behold The Key LP,Zan,Behold The Key,Vinyl,Black 2020 press vinyl
Obscura - Diluvium LP,Obscura,Diluvium,Vinyl,Merge w/ Splatter 2023 press
Сивый Яр (Sivyj Yar) - Золотые Нити (Golden Threads) LP,Сивый Яр (Sivyj Yar),Золотые Нити (Golden Threads),Vinyl,Color 2022 press vinyl
Disfear - Soul Scars LP,Disfear,Soul Scars,Vinyl,Black 2020 press vinyl
USED - Werewolves - From The Cave To The Grave LP,Werewolves,From The Cave To The Grave,Vinyl,Silver w/ Splatter 2022 press vinyl
Cult Of Luna - The Raging River LP,Cult Of Luna,The Raging River,Vinyl,Red w/ Gold Splatter 1st press vinyl
Feral  – Doomwalk LP,Feral,Doomwalk,Vinyl,Green 2016 press vinyl (lim/100)
Undergang - Aldrig I Livet LP,Undergang,Aldrig i livet,Vinyl,Black 2nd press vinyl
The Ghost Inside - The Ghost Inside LP,The Ghost Inside,The Ghost Inside,Vinyl,Opaque Magenta 1st press vinyl
BLEMISH - With Honor - Heart Means Everything LP,With Honor,Heart Means Everything,Vinyl,Aqua / Bone & Gold A/B Side 2021 press vinyl
Incendiary - Cost Of Living LP,Incendiary,Cost Of Living,Vinyl,Red/Gold Mix 2021 press
USED - Appalachian Terror Unit - Greenwashing LP,Appalachian Terror Unit,Greenwashing,Vinyl,Green 2008 press vinyl
USED - Svarttjern – Dødsskrik LP,Svarttjern,Dødsskrik,Vinyl,Black 2016 press vinyl
Terror Bird – Secret Rituals LP,Terror Bird,Secret Rituals,Vinyl,Black w/ Black Labels 2012 press vinyl
Our Place Of Worship Is Silence - With Inexorable Suffering LP,Our Place Of Worship Is Silence,With Inexorable Suffering,Vinyl,Black 2018 press vinyl
Durazis - Demo 2020 LP,Durazis,Demo 2020,Vinyl,Black 1st press vinyl
Mutilation Rites - Devoid LP,Mutilation Rites,Devoid,Vinyl,Black-In-Clear 2013 press
BLEMISH - Second Arrows - Second Arrows LP,Second Arrows,Second Arrows,Vinyl,Orange 1st press vinyl
Nails - Abandon All Life LP,Nails,Abandon All Life,Vinyl,Black 2021 press vinyl
BLEMISH - Breathe Knives / Kataplexis - Split LP,Breathe Knives / Kataplexis,Split,Vinyl,Pink 2011 press vinyl
Internal Rot - Grieving Birth LP,Internal Rot,Grieving Birth,Vinyl,Neon Pink 2022 press
Fallbrawl – Darkness LP,Fallbrawl,Darkness,Vinyl,Clear w/ Red/Black Splatter 2019 press vinyl (lim/150)
I Shot The Duck Hunt Dog – Epic Fail / Ninstrumentalism LP,I Shot The Duck Hunt Dog,Epic Fail / Ninstrumentalism,Vinyl,Cyan Blue 2023 press
Sulphurous - The Black Mouth Of Sepulchre LP,Sulphurous,The Black Mouth Of Sepulchre,Vinyl,Black 1st press vinyl
Odious Mortem ‎– Synesthesia LP,Odious Mortem ‎,Synesthesia,Vinyl,Clear w/ Neon Green Splatter 1st press vinyl
USED - Short Changed - We Will Bury You LP,Short Changed,We Will Bury You,Vinyl,Orange/Green 2012 press
BLEMISH - Le Kraken - Exalt LP,Le Kraken,Exalt,Vinyl,Black 2010 press vinyl
Ilsa - Preyer LP,Ilsa,Preyer,Vinyl,White/Black/Red Merge w/ Splatter 1st press vinyl
Cold Hard Truth - Deliver The Fear LP,Cold Hard Truth,Deliver The Fear,Vinyl,Red 2019 press vinyl
Malist - Karst Relict LP,Malist,Karst Relict,Vinyl,Transparent Turquoise 2021 press vinyl
Ruin Lust - Dissimulant LP,Ruin Lust,Dissimulant,Vinyl,Black/White Galaxy 2023 press
Author & Punisher - Women & Children LP,Author & Punisher,Women & Children,Vinyl,Tri-Color w/ Splatter 2024 press
Buried Alive - The Death Of Your Perfect World LP,Buried Alive,The Death Of Your Perfect World,Vinyl,Cloudy Tan 2022 press vinyl
Celestial Sword / Erzfeynd - Split LP,Celestial Sword / Erzfeynd,Split,Vinyl,Black 2022 press vinyl
"Katechon – Man, God, Giant LP (TEST PRESS)",Katechon,"Man, God, Giant",Vinyl,Pink Test Press
Drastus – La Croix De Sang LP,Drastus,La Croix De Sang,Vinyl,Black 2019 press vinyl
Craven Idol - Forked Tongues LP,Craven Idol,Forked Tongues,Vinyl,Red 2021 press vinyl
Temple Nightside - Pillars Of Damnation LP,Temple Nightside,Pillars Of Damnation,Vinyl,Black 1st press vinyl
Nightmarer - Monolith Of Corrosion LP,Nightmarer,Monolith Of Corrosion,Vinyl,Black/Blue Hand-Pour 2022 press
USED - Artificial Brain - Artificial Brain LP,Artificial Brain,Artificial Brain,Vinyl,Black 2022 press vinyl
Disrotted - Cryogenics LP,Disrotted,Cryogenics,Vinyl,Black 2019 press vinyl
To Languish – Sown LP,To Languish,Sown,Vinyl,Purple 2019 press vinyl
Sunami - Sunami LP,Sunami,Sunami,Vinyl,White/Black w/ Splatter 2023 press
Spectral Lore - 11 Days LP,Spectral Lore,11 Days,Vinyl,Black 2023 press vinyl
Light Dweller - Lucid Offering LP,Light Dweller,Lucid Offering,Vinyl,Lucid Red 2022 press vinyl
Monuments Collapse / Bréag Naofa - Split LP,Monuments Collapse / Bréag Naofa,Split,Vinyl,Black 2013 press vinyl
USED - Transcendence - Towards Obscurities Beyond LP,Transcendence,Towards Obscurities Beyond,Vinyl,Green 2020 press vinyl
We Are In Transit - The End Of Noise LP,We Are In Transit,The End Of Noise,Vinyl,"""Funeral"" 2022 press vinyl"
Niboowin - Breathing LP,Niboowin,Breathing,Vinyl,Black 2018 press vinyl
Origin - Abiogenesis - A Coming Into Existence LP,Origin,Abiogenesis - A Coming Into Existence,Vinyl,Black 2019 press vinyl
Inanimate Existence - The Masquerade LP,Inanimate Existence,The Masquerade,Vinyl,"""Masquerade"" 2022 press vinyl"
Miasmatic Necrosis - Apex Profane LP (Euro Press),Miasmatic Necrosis,Apex Profane,Vinyl,Blue 2023 press vinyl
BLEMISH - Suicide Silence - You Can't Stop Me LP,Suicide Silence,You Can't Stop Me,Vinyl,Black 2014 press vinyl
Ildskær - Blod & Jern LP,Ildskær,Blod & Jern,Vinyl,Black 2023 press vinyl
Dawn - Nær solen gar niþer for evogher LP,Dawn,Nær solen gar niþer for evogher,Vinyl,Gold/Oxblood Splatter 2022 press vinyl
Coffins - Beyond The Circular Demise LP,Coffins,Beyond The Circular Demise,Vinyl,Black Ice w/ Splatter 2024 press
Incendiary - Change The Way You Think About Pain LP,Incendiary,Change The Way You Think About Pain,Vinyl,Blue/Clear w/ Splatter 2023 press
Wolvennest - VOID LP,Wolvennest,VOID,Vinyl,Clear 2021 press vinyl
Morbific - Squirm Beyond The Mortal Realm LP,Morbific,Squirm Beyond The Mortal Realm,Vinyl,Black 2023 press vinyl
Every Time I Die - Ex Lives LP,Every Time I Die,Ex Lives,Vinyl,Black 2022 press vinyl
USED - Eighteen Visions – XVIII LP,Eighteen Visions,XVIII,Vinyl,Black/Silver 2017 press vinyl
All Pigs Must Die - Hostage Animal LP,All Pigs Must Die,Hostage Animal,Vinyl,Black 2017 press vinyl
Tomahawk - Tonic Immobility LP,Tomahawk,Tonic Immobility,Vinyl,Black 1st press vinyl
Full Of Hell & Primitive Man - Suffocating Hallucination LP,Full Of Hell & Primitive Man,Suffocating Hallucination,Vinyl,Clear w/ Blue Splatter 2023 press
Unreal City - Cruelty Of Heaven LP,Unreal City,Cruelty Of Heaven,Vinyl,Pinwheel 2020 press vinyl
BLEMISH - Ecocide - Ecocide LP,Ecocide,Ecocide,Vinyl,Black 2011 press vinyl
Worm - Gloomlord LP,Worm,Gloomlord,Vinyl,Green-In-Clear 2023 press
Nous Étions – La Manière Noire LP,Nous Étions,La Manière Noire,Vinyl,Clear/Black Marble 2014 press vinyl
USED - Disnihil - Disnihil LP,Disnihil,Disnihil,Vinyl,Black 2008 press vinyl
Kommand - Terrorscape LP,Kommand,Terrorscape,Vinyl,Green/Black 2020 press
Uthullun - Dirges For The Void LP,Uthullun,Dirges for the Void,Vinyl,Green w/ Smoke 1st press vinyl
Delos – Delos LP,Delos,Delos,Vinyl,Black 2013 press vinyl (lim/520)
Outer Heaven – Realms Of Eternal Decay LP,Outer Heaven,Realms Of Eternal Decay,Vinyl,Stripe w/ Splatter 2023 press
Mansions - Big Bad LP,Mansions,Big Bad,Vinyl,White/Black Split 1st press vinyl
Belore - Journey Through Mountains And Valleys LP,Belore,Journey Through Mountains And Valleys,Vinyl,Gold 2021 press vinyl
Gennem Tågen – Koldt betragtes verden LP,Gennem Tågen,Koldt betragtes verden,Vinyl,Black 2024 press vinyl
Torche - Admission LP,Torche,Admission,Vinyl,Clear w/ Splatter 2021 press
BLEMISH - Kerbdog - On The Turn LP,Kerbdog,On The Turn,Vinyl,Yellow 2020 press vinyl
USED / BLEMISH - Tempest - Tempest LP,Tempest,Tempest,Vinyl,Black 1st press vinyl
Mrtva Vod - Divided In Life LP,Mrtva Vod,Divided in Life,Vinyl,Black 2022 press vinyl
Gorephilia - Severed Monolith LP,Gorephilia,Severed Monolith,Vinyl,Blue 2023 press vinyl
Seventh Circle – Voluntary Torture LP,Seventh Circle,Voluntary Torture,Vinyl,Pink 2017 press vinyl
Infuriate - Infuriate LP,Infuriate,Infuriate,Vinyl,Black 1st press vinyl
I Am Abomination - To Our Forefathers LP,I Am Abomination,To Our Forefathers,Vinyl,White 2020 press vinyl
"BLEMISH - Slowbleed - The Blazing Sun, A Fiery Dawn LP",Slowbleed,"The Blazing Sun, A Fiery Dawn",Vinyl,Red 2022 press vinyl
Wreck & Reference – Black Cassette LP,Wreck & Reference,Black Cassette,Vinyl,White 2011 press vinyl
Lodges – Walking On Hands And Knees LP,Lodges,Walking On Hands And Knees,Vinyl,Black 2013 press vinyl
MH Chaos - MH Chaos LP,MH Chaos,MH Chaos,Vinyl,Black 2021 press vinyl
Keeper – The Space Between Your Teeth LP,Keeper,The Space Between Your Teeth,Vinyl,Clear 2015 press vinyl
Unreal City - Cruelty Of Heaven LP,Unreal City,Cruelty Of Heaven,Vinyl,Pink/White Mix w/ Green Splatter 2020 press
Coalesce - Functioning On Impatience LP,Coalesce,Functioning On Impatience,Vinyl,White w/ Splatter 2024 press
USED - Mefitis - Offscourings LP,Mefitis,Offscourings,Vinyl,Black 2021 press vinyl
Ilsa - Preyer LP,Ilsa,Preyer,Vinyl,Milky Clear w/ Pinwheels & Splatter 2020 press
Exhumed - Gore Metal 25th Anniversary Edition LP,Exhumed,Gore Metal,Vinyl,Neon Green 2023 press
Domovoyd ‎– Oh Sensibility LP,Domovoyd ‎,Oh Sensibility,Vinyl,Black 2013 press vinyl
Snuffed - Lobotomy Dream LP,Snuffed,Lobotomy Dream,Vinyl,White/Black 2024 press
Death Before Dishonor - Unfinished Business LP,Death Before Dishonor,Unfinished Business,Vinyl,Clear w/ Splatter 2019 press
Sunami - Sunami LP,Sunami,Sunami,Vinyl,Clear Blue w/ Yellow Galaxy 2023 press
Disimperium - Grand Insurgence Upon Despotic Altars LP,Disimperium,Grand Insurgence Upon Despotic Altars,Vinyl,Black 2023 press vinyl
USED - Void Rot - Descending Pillars LP,Void Rot,Descending Pillars,Vinyl,Black 2020 press vinyl
Obituary - Slowly We Rot - Live And Rotting LP,Obituary,Slowly We Rot - Live And Rotting,Vinyl,Green 2022 press vinyl
Pustilence – Beliefs Of Dead Stargazers And Soothsayers LP,Pustilence,Beliefs Of Dead Stargazers And Soothsayers,Vinyl,Black 2023 press vinyl
USED - Nekrovault – Totenzug: Festering Peregrination LP,Nekrovault,Totenzug: Festering Peregrination,Vinyl,Purple 2020 press vinyl
Minor Threat - Out Of Step LP,Minor Threat,Out Of Step,Vinyl,White 2023 press vinyl
Fornicus - Hymns Of Dominion LP,Fornicus,Hymns Of Dominion,Vinyl,Transparent Orange/Black Marbled 2021 press vinyl
Tzompantli – Tlazcaltiliztli LP,Tzompantli,Tlazcaltiliztli,Vinyl,Red-In-Clear w/ Splatter 2022 press vinyl
BLEMISH - Gomorrah - Gomorrah LP,Gomorrah,Gomorrah,Vinyl,Clay Mixed 1st press vinyl
Cryptic Brood / Night Hag - Split LP,Cryptic Brood / Night Hag,Split,Vinyl,Black 1st press vinyl
USED - Atriarch – An Unending Pathway LP,Atriarch,An Unending Pathway,Vinyl,Gray/Black Merge 2014 press vinyl
