description,artist,album,format,extra
USED - Black Army Jacket - 222 LP,Black Army Jacket,222,Vinyl,Blue 2015 press vinyl
USED - Combust - The Void LP,Combust,The Void,Vinyl,Green/Yellow Galaxy 2019 press
BLEMISH / USED - Daemusinem - Thy Ungodly Defiance LP,BLEMISH / USED,Daemusinem - Thy Ungodly Defiance,Vinyl,Black 2017 press vinyl
BLEMISH - Lecherous Nocturne - Occultaclysmic LP,BLEMISH,Lecherous Nocturne - Occultaclysmic,Vinyl,White 2018 press vinyl
USED - Life Of Agony - The Sound Of Scars LP,Life Of Agony,The Sound Of Scars,Vinyl,Red w/ Splatter 2019 press
"USED - Maul - Gallery Of Torment 12""",Maul,Gallery Of Torment,Vinyl,Black 2021 press vinyl
USED - Svarttjern – Dødsskrik LP,varttjern,Dødsskrik,Vinyl,Black 2016 press vinyl
USED - Svarttjern – Shame Is Just A Word LP,varttjern,Shame Is Just A Word,Vinyl,Brown 2020 press vinyl
USED - View From The Soyuz - Immaculate LP,View From The Soyuz,Immaculate,Vinyl,Blue 2023 press vinyl
USED - Isis - Panopticon CD,Isis,Panopticon C,CD,Jewel Case 2004
USED - Fantomă Sânge – The Siren Of Black Lake Cassette,Fantomă Sânge,The Siren Of Black Lake,Cassette,Cassette 2021
USED - Fflewddur – Farther Down We Go Cassette,FFLEWDDUR,Farther Down We Go,Cassette,Cassette 2021
USED - Ghosts Of Oceania – The Cursed Lighthouse Of Cape St. George (Demo IV) Tape,Ghosts Of Oceania,The Cursed Lighthouse Of Cape St. George (Demo IV),Cassette,Cassette 2017
USED - Ringbearer – Hold True Cassette,Ringbearer,Hold True,Cassette,Cassette 2021
USED - Shelter - Demo III Cassette,helter,Demo III,Cassette,Cassette 2017
USED - Sprites Of The Wood – Faeries - I Cassette,prites Of The Wood – Faeries,I,Cassette,Cassette 2021
Torture Tomb - Torture Tomb LP,Torture Tomb,Torture Tomb,Vinyl,Color 2023 press vinyl
Civerous - Decrepit Flesh Relic LP,Civerous,Decrepit Flesh Relic,Vinyl,Color 2022 press vinyl
Spectral Voice - Sparagmos LP,Spectral Voice,Sparagmos,Vinyl,Black 2024 press vinyl
Spectral Voice - Sparagmos LP,Spectral Voice,Sparagmos,Vinyl,Color 2024 press vinyl
VoidCeremony - Threads Of Unknowing LP,Voidceremony,Threads Of Unknowing,Vinyl,Purple/Black 2023 press
Left Cross - Upon Desecrated Altars LP,Left Cross,Upon Desecrated Altars,Vinyl,Black 2023 press vinyl
Gravesend - Methods Of Human Disposal LP,Gravesend,Methods Of Human Disposal,Vinyl,Black 2022 press vinyl
Gravesend - Methods Of Human Disposal LP,Gravesend,Methods Of Human Disposal,Vinyl,Swamp Green w/ Splatter 2022 press vinyl
Spazz - Dwarf Jester Rising LP,Spazz,Dwarf Jester Rising,Vinyl,Color 2024 press vinyl
Internal Rot - Grieving Birth LP,Internal Rot,Grieving Birth,Vinyl,Neon Pink 2022 press
"END - From The Unforgiving Arms Of God 12""",END,From The Unforgiving Arms Of God,Vinyl,Color 2022 press vinyl
Nuclear Remains - Radioactive Decomposition CD,Nuclear Remains,Radioactive Decomposition,CD,Jewel Case 2023
Nuclear Remains - Dawn Of Eternal Suffering LP,Nuclear Remains,Dawn Of Eternal Suffering,Vinyl,Yellow 2023 press vinyl
Abysmalist - Vile Possession LP,Abysmalist,Vile Possession,Vinyl,Black 2023 press vinyl
Abysmalist - Vile Possession LP,Abysmalist,Vile Possession,Vinyl,Sea Blue 2023 press
Abysmalist - Vile Possession LP,Abysmalist,Vile Possession,Vinyl,Oxblood 2023 press vinyl
Nuclear Remains - Dawn Of Eternal Suffering CD,Nuclear Remains,Dawn Of Eternal Suffering,CD,CD 2023
Judiciary - Flesh + Blood LP,Judiciary,Flesh + Blood,Vinyl,Silver w/ Splatter 2023 press
Incendiary - Change The Way You Think About Pain CD,Incendiary,Change The Way You Think About Pain,CD,CD 2023
Incendiary - Thousand Mile Stare CD,Incendiary,Thousand Mile Stare,CD,CD 2019
END - Splinters From An Ever-Changing Face CD,END,Splinters From An Ever-Changing Face,CD,CD 2020
Incendiary - Cost Of Living CD,Incendiary,Cost Of Living,CD,CD 2021
Coffin Rot - Reduced To Visceral Sludge Tape,Coffin Rot,Reduced To Visceral Sludge,Cassette,Cassette 2021
Thaetas - Shrines To Absurdity Cassette,Thaetas,Shrines To Absurdity,Cassette,Cassette 2020
Incendiary - Cost Of Living LP,Incendiary,Cost Of Living,Vinyl,Red/Gold Mix 2021 press
Nile - Amongst The Catacombs Of Nephren-ka CD,Nile,Amongst The Catacombs Of Nephren-Ka,CD,Jewel Case 2021
Devourment - Obscene Majesty CD,Devourment,Obscene Majesty,CD,Jewel Case 2019
Suffocation - Human Waste LP,Suffocation,Human Waste,Vinyl,Merge w/ Splatter 2023 press
Pig Destroyer - Head Cage LP,Pig Destroyer,Head Cage,Vinyl,Clear w/ Smoke 2023 press
Primitive Man – Scorn LP,Primitive Man,Scorn,Vinyl,Ice w/ Splatter 2022 press
Ripped to Shreds - 劇變 (Jubian) LP,Ripped to Shreds,劇變 (Jubian),Vinyl,Blood Red 2022 press
Ripped to Shreds - 劇變 (Jubian) LP,Ripped to Shreds,劇變 (Jubian),Vinyl,Gold w/ Splatter 2022 press vinyl
Ripped to Shreds - 劇變 (Jubian) LP,Ripped to Shreds,劇變 (Jubian),Vinyl,Black-In-Green w/ Splatter 2022 press vinyl
Convulsing - Errata LP,Convulsing,Errata,Vinyl,Color OBI (##/80) + Clear w/ White/Black Splatter 2024 press
Convulsing - Errata LP,Convulsing,Errata,Vinyl,(IN-STORE ONLY) Black OBI w/ Solid Ink (##/20) + Clear w/ White/Black Splatter 2024 press (IN-STORE ONLY)
Convulsing - Errata LP,Convulsing,Errata,Vinyl,(IN-STORE ONLY) Black OBI w/ Marbled Ink (##/20) + Clear w/ White/Black Splatter 2024 press (IN-STORE ONLY)
Ion Dissonance - Solace LP,Ion Dissonance,Solace,Vinyl,Gold w/ Smoke 2024 press
Kruelty - Untopia LP,Kruelty,Untopia,Vinyl,Black 2023 press vinyl
USED - Cathexis - Untethered Abyss LP,Cathexis,Untethered Abyss,Vinyl,Random Color 2021 press
USED - Corpsessed - Impetus Of Death LP,Corpsessed,Impetus Of Death,Vinyl,Black 2018 press vinyl
USED - HWWAUOCH - HWWAUOCH LP,Hwwauoch,HWWAUOCH,Vinyl,Black 2019 press vinyl
USED - Interment - Scent Of The Buried LP,Interment,Scent Of The Buried,Vinyl,Silver 2021 press vinyl
USED - Neolithic - Shattering Vessels LP,Neolithic,Shattering Vessels,Vinyl,Color 2022 press vinyl
USED - Our Place Of Worship Is Silence – The Embodiment Of Hate LP,Our Place Of Worship Is Silence,The Embodiment Of Hate,Vinyl,Black 2016 press vinyl
USED - Stench Collector - Effluviatorium Du Jour LP,tench Collector,Effluviatorium Du Jour,Vinyl,Neon Green 2021 press
USED - Swampbeast – Seven Evils Spawned Of Seven Heads LP,wampbeast,Seven Evils Spawned Of Seven Heads,Vinyl,Green w/ Splatter 2021 press
USED - Kommand - Terrorscape LP,Kommand,Terrorscape,Vinyl,Clear 2020 press vinyl
"USED - From Within Records - One Scene Unity Vol. 3 12""",From Within Records,One Scene Unity Vol. 3,Vinyl,Color 2023 press vinyl
BLEMISH / USED - Suicide Silence – You Can't Stop Me LP,BLEMISH / USED,Suicide Silence – You Can't Stop Me,Vinyl,Orange 2014 press vinyl
Monolord - Your Time To Shine LP,Monolord,Your Time To Shine,Vinyl,Clear w/ Splatter 2021 press
BLEMISH - Dealey Plaza - Dealey Plaza CD,BLEMISH,Dealey Plaza - Dealey Plaza,CD,Jewel Case 2016 (SEALED)
Celestial Sword - Nocturnal Divinity CD,Celestial Sword,Nocturnal Divinity,CD,Digipak 2024
"Spaced - This Is All We Ever Get 12""",Spaced,This Is All We Ever Get,Vinyl,Blue 2024 press vinyl
"Knocked Loose - A Tear In The Fabric Of Life 12""",Knocked Loose,A Tear In The Fabric Of Life,Vinyl,Color 2024 press vinyl
Counterparts - You're Not You Anymore CD,Counterparts,You're Not You Anymore,CD,CD 2017
Coalesce - 0:12 Revolution In Just Listening LP,Coalesce,0:12 Revolution In Just Listening,Vinyl,Oxblood/Yellow Merge 2024 press
Coalesce - Give Them Rope LP,Coalesce,Give Them Rope,Vinyl,White/Black Galaxy 2024 press
Coalesce - OX LP,Coalesce,OX,Vinyl,Silver/Black Merge 2024 press
"Coalesce - OXEP 12""",Coalesce,OXEP,Vinyl,Silver/White Galaxy 2024 press
"Coalesce - There Is Nothing New Under The Sun 2x12""",Coalesce,"There Is Nothing New Under The Sun 2x12""",Vinyl,Silver Nugget 2024 press
Dying Fetus - Reign Supreme CD,Dying Fetus,Reign Supreme,CD,Jewel Case 2021
Dying Fetus - War Of Attrition CD,Dying Fetus,War Of Attrition,CD,Jewel Case 2021
Dying Fetus - Wrong One To Fuck With CD,Dying Fetus,Wrong One To Fuck With,CD,Jewel Case 2021
Devourment - Conceived In Sewage CD,Devourment,Conceived In Sewage,CD,Jewel Case 2021
Dying Fetus - Make Them Beg For Death CD,Dying Fetus,Make Them Beg For Death,CD,Jewel Case 2023
Revocation - Existence Is Futile LP,Revocation,Existence Is Futile,Vinyl,Oxblood/Gold Galaxy 2024 press
Dying Fetus - Wrong One To Fuck With 2xLP,Dying Fetus,Wrong One To Fuck With,Vinyl,Blood 2023 press vinyl
Nile - Black Seeds Of Vengeance LP,Nile,Black Seeds Of Vengeance,Vinyl,Spinner w/ Splatter 2023 press
Torche - Admission LP,Torche,Admission,Vinyl,Clear w/ Splatter 2021 press
Death - The Sound Of Perseverance 2xLP,Death,The Sound Of Perseverance,Vinyl,Tri-Merge w/ Foil Jacket 2024 press
Death - Scream Bloody Gore LP,Death,Scream Bloody Gore,Vinyl,Tri-Merge w/ Foil Jacket 2024 press
Kharma - A World Of Our Own LP,Kharma,A World Of Our Own,Vinyl,Clear w/ Splatter 2024 press
"Thera - 2004 Demo Lathe-Cut 10""",Thera,2004 Demo Lathe-Cut,Vinyl,Lathe-Cut 2022 press
Yob - Elaborations Of Carbon 2xLP,Yob,Elaborations Of Carbon,Vinyl,Bone White 2023 press
Yob - Elaborations Of Carbon 2xLP,Yob,Elaborations Of Carbon,Vinyl,Brown 2023 press
Poison The Well - The Opposite Of December CD,Poison The Well,The Opposite Of December,CD,Jewel Case 2004
Wayfarer - A Romance With Violence CD,Wayfarer,A Romance With Violence,CD,Digipak 2020
Evulse - Pustulant Spawn LP,Evulse,Pustulant Spawn,Vinyl,Color 2021 press vinyl
Evulse - Pustulant Spawn Cassette,Evulse,Pustulant Spawn,Cassette,Cassette 2021
Gravkvade - Prolog LP,Gravkvade,Prolog,Vinyl,Color 2024 press vinyl
Sulfuric Hatred - Sulfuric Hatred LP,Sulfuric Hatred,Sulfuric Hatred,Vinyl,Black 2024 press vinyl
Fearing - Destroyer LP,Fearing,Destroyer,Vinyl,Blue 2023 press vinyl
Hissing - Hypervirulence Architecture LP,Hissing,Hypervirulence Architecture,Vinyl,Black 2022 press vinyl
Exaltation - Under Blind Reasoning LP,Exaltation,Under Blind Reasoning,Vinyl,Black 2022 press vinyl
Dream Unending - Tide Turns Eternal LP,Dream Unending,Tide Turns Eternal,Vinyl,Black 2022 press vinyl
Dream Unending - Tide Turns Eternal LP,Dream Unending,Tide Turns Eternal,Vinyl,Orange Crush 2022 press vinyl
Dream Unending - Tide Turns Eternal LP,Dream Unending,Tide Turns Eternal,Vinyl,Blue-In-Blue w/ Splatter 2022 press vinyl
Hissing - Permanent Destitution LP,Hissing,Permanent Destitution,Vinyl,Black 2018 press vinyl
Hissing - Permanent Destitution LP,Hissing,Permanent Destitution,Vinyl,Merge w/ Splatter 2018 press
"Coprolith - Demo 12""",Coprolith,Demo,Vinyl,Black 2024 press vinyl
"Cryptworm - Reeking Gunk Of Abhorrence 12""",Cryptworm,Reeking Gunk of Abhorrence,Vinyl,Blue 2024 press vinyl
"Anatomia / Druid Lord - Split 7""",Anatomia / Druid Lord,Split,Vinyl,Black 2022 press vinyl
Incinerated - Lobotomise LP,Incinerated,Lobotomise,Vinyl,Neon Green 2024 press vinyl
Phrenelith - Desolate Endscape LP,Phrenelith,Desolate Endscape,Vinyl,Black 2023 press vinyl
Mammoth Grinder - Cosmic Crypt LP,Mammoth Grinder,Cosmic Crypt,Vinyl,Gold Nugget 2024 press
Mortician - Darkest Day Of Horror LP,Mortician,Darkest Day Of Horror,Vinyl,Blue w/ Splatter 2024 press
Mortician - Domain Of Death LP,Mortician,Domain Of Death,Vinyl,Orange w/ Splatter 2024 press
Dying Fetus - Descend Into Depravity CD,Dying Fetus,Descend Into Depravity,CD,Jewel Case 2021
Dying Fetus - History Repeats... CD,Dying Fetus,History Repeats...,CD,Jewel Case 2021
Incantation - Sect of Vile Divinities CD,Incantation,Sect Of Vile Divinities,CD,Jewel Case 2020
Integrity - Seasons In The Size Of Days CD,Integrity,Seasons In The Size Of Days,CD,Jewel Case 2023
Iron Monkey - Spleen & Goad CD,Iron Monkey,Spleen & Goad,CD,Jewel Case 2024
Living Gate - Deathlust CD,Living Gate,Deathlust,CD,Jewel Case 2020
Mastodon - Call Of The Mastodon CD,Mastodon,Call Of The Mastodon,CD,Jewel Case 2017
Mastodon - Leviathan CD,Mastodon,Leviathan,CD,Jewel Case 2022
Mastodon - Remission CD,Mastodon,Remission,CD,Jewel Case 2022
Outer Heaven - Infinite Psychic Depths CD,Outer Heaven,Infinite Psychic Depths,CD,Jewel Case 2023
YOB - Elaborations Of Carbon CD,Yob,Elaborations Of Carbon,CD,Jewel Case 2023
YOB - The Great Cessation CD,Yob,The Great Cessation,CD,Jewel Case 2017
Zombi - Direct Inject CD,Zombi,Direct Inject,CD,Jewel Case 2024
YOB - Elaborations of Carbon Cassette,Yob,Elaborations Of Carbon,Cassette,Cassette 2023
Zombi - Direct Inject Cassette,Zombi,Direct Inject,Cassette,Cassette 2024
BLEMISH - DEATH. VOID. TERROR. - To The Great Monolith II LP,BLEMISH,DEATH. VOID. TERROR. - To The Great Monolith II,Vinyl,Black 1st press vinyl
Abysmalist - Vile Possession CD,Abysmalist,Vile Possession,CD,CD 2023
Nomadic - Horror CD,Nomadic,Horror,CD,Jewel Case 2017 (SIGNED)
Sworn In – All Smiles CD,Sworn In,All Smiles,CD,Jewel Case 2017
"BLEMISH - Strict Vincent - All That Is, Occupies Now CD",BLEMISH,"Strict Vincent - All That Is, Occupies Now",CD,Jewel Case 2013
Sisyphean Conscience – Malignant Transformation CD,Sisyphean Conscience,Malignant Transformation,CD,Jewel Case 2014 (SEALED)
Serpent of Gnosis – As I Drink From The Infinite Well Of Inebriation CD,Serpent of Gnosis,As I Drink From The Infinite Well Of Inebriation,CD,Jewel Case 2019 (SEALED)
Shrill Whispers – Lacerations: Autopsy Edition CD,Shrill Whispers,Lacerations: Autopsy Edition,CD,Jewel Case 2015 (#040/100)
Scrambled Defuncts – Souls Despising The God CD,Scrambled Defuncts,Souls Despising The God,CD,Jewel Case 2009
Salem – Necessary Evil CD,Salem,Necessary Evil,CD,Jewel Case 2007
BLEMISH - Poured Out – ...To The Point Of Death CD,BLEMISH,Poured Out – ...To The Point Of Death,CD,Jewel Case 2016
The Overmind – The Anthropic Principle CD,The Overmind,The Anthropic Principle,CD,Jewel Case 2016
Ossuary Anex – Awakening CD,Ossuary Anex,Awakening,CD,Jewel Case 2012
The Order Of Elijah – Accession CD,The Order Of Elijah,Accession,CD,Jewel Case 2012 (SEALED)
Oncology – Infinite Regress CD,Oncology,Infinite Regress,CD,Jewel Case 2016 (SEALED)
Omnipotent Hysteria – Forged In The Embers Of Monolithic Devastation CD,Omnipotent Hysteria,Forged In The Embers Of Monolithic Devastation,CD,Jewel Case 2013
Octopurath – Spawned Beyond The Oneiric Abyss CD,Octopurath,Spawned Beyond The Oneiric Abyss,CD,Jewel Case 2016 (SEALED)
Oceano – Incisions CD,Oceano,Incisions,CD,Jewel Case 2013
Obliterate – Impending Death CD,Obliterate,Impending Death,CD,Jewel Case 2018 (SEALED)
The Lysine Contingency - Virtuous Sentiments CD,The Lysine Contingency,Virtuous Sentiments,CD,Jewel Case 2016
Ledge – Cold Hard Concrete CD,Ledge,Cold Hard Concrete,CD,Jewel Case 2017 (SEALED)
Kin Beneath Chorus – Futuristic Composed CD,Kin Beneath Chorus,Futuristic Composed,CD,Jewel Case 2013
Kevin Drumm – Wrong Intersection CD,Kevin Drumm,Wrong Intersection,CD,Jewel Case 2014 (SEALED)
BLEMISH - Kill The Lycan – Avalanche CD,BLEMISH,Kill The Lycan – Avalanche,CD,Jewel Case 2011
Kataplexis – Downpour CD,Kataplexis,Downpour,CD,Jewel Case 2014
Katalepsy – Gravenous Hour CD,Katalepsy,Gravenous Hour,CD,Jewel Case 2016
BLEMISH - Itheist – Itheist CD,BLEMISH,Itheist – Itheist,CD,Jewel Case 2019 (SEALED)
Insvrgence – Every Living Creature Dies Alone CD,Insvrgence,Every Living Creature Dies Alone,CD,Jewel Case 2015 (SEALED)
Holodomor – Témoignages De La Gnose Terrestre CD,Holodomor,Témoignages De La Gnose Terrestre,CD,Jewel Case 2012 (SEALED)
"Living Gate - Deathlust 12"" EP",Living Gate,Deathlust,Vinyl,Black 2020 press vinyl
Incantation - Sect of Vile Divinities LP,Incantation,Sect Of Vile Divinities,Vinyl,White w/ Splatter 2023 press
"Nuclear Remains - Radioactive Decomposition 12""",Nuclear Remains,Radioactive Decomposition,Vinyl,Red 2023 press vinyl
Fulci - The Morrisound Session Cassette,Fulci,The Morrisound Session,Cassette,Cassette 2024
Full of Hell & Primitive Man - Suffocating Hallucination Cassette,Full Of Hell & Primitive Man,Suffocating Hallucination,Cassette,Cassette 2023
Sentenced 2 Die - Parasitic Infection Cassette,Sentenced 2 Die,Parasitic Infection,Cassette,Cassette 2023
King Nine - Death Rattle CD,King Nine,Death Rattle,CD,Digipak 2018
Sentenced 2 Die - Parasitic Infection CD,Sentenced 2 Die,Parasitic Infection,CD,CD 2023
Snuffed On Sight - Smoke LP,Snuffed On Sight,Smoke,Vinyl,Red 2023 press vinyl
Unurnment - Self-Immolation Suite CD,Unurnment,Self-Immolation Suite,CD,CD 2020
Abysmalist - Vile Possession Cassette,Abysmalist,Vile Possession,Cassette,Cassette 2023
Nuclear Remains - Dawn Of Eternal Suffering Cassette,Nuclear Remains,Dawn Of Eternal Suffering,Cassette,Cassette 2023
Full Of Hell & Primitive Man - Suffocating Hallucination LP,Full Of Hell & Primitive Man,Suffocating Hallucination,Vinyl,Clear w/ Olive Splatter 2023 press
Full Of Hell & Primitive Man - Suffocating Hallucination LP,Full Of Hell & Primitive Man,Suffocating Hallucination,Vinyl,Clear w/ Red Splatter 2023 press
Full Of Hell & Primitive Man - Suffocating Hallucination LP,Full Of Hell & Primitive Man,Suffocating Hallucination,Vinyl,Clear w/ Blue Splatter 2023 press
Scalp - Black Tar CD,Scalp,Black Tar,CD,CD 2022
Harm's Way - Isolation CD,Harm's Way,Isolation,CD,CD 2022
END / Cult Leader - Gather & Mourn Cassette,END / Cult Leader,Gather & Mourn,Cassette,Cassette 2022
Morbid Visionz - Cycle Of Cessation Cassette,Morbid Visionz,Cycle Of Cessation,Cassette,Cassette 2022
Stabbed - Defleshed By Reptiles Cassette,Stabbed,Defleshed By Reptiles,Cassette,Cassette 2021
Tribal Gaze - The Nine Choirs Cassette,Tribal Gaze,The Nine Choirs,Cassette,Cassette 2022
Inoculation - Celestial Putridity Tape,Inoculation,Celestial Putridity,Cassette,Cassette 2021
GBH - City Baby's Revenge LP,GBH,City Baby's Revenge,Vinyl,Black 2024 press vinyl
Youth Of Today - Can't Close My Eyes LP,Youth Of Today,Can't Close My Eyes,Vinyl,Color 2022 press vinyl
Cranial Engorgement – Prelude To Horror CD,Cranial Engorgement,Prelude To Horror,CD,Digipak 2016 (SEALED)
Exile Into Suffery – Substitutional Race Of Tomorrow CD,Exile Into Suffery,Substitutional Race Of Tomorrow,CD,Digipak 2015 (SEALED)
Immortalis – Symmetry CD,Immortalis,Symmetry,CD,Digipak 2017 (SEALED)
My Fictions – Stranger Songs CD,My Fictions,Stranger Songs,CD,Digipak 2014 (SEALED)
No Omega – Culture CD,No Omega,Culture,CD,Digipak 2017
NoiSays – NoiSays CD,NoiSays,NoiSays,CD,Digipak 2018 (SEALED)
Pester The Pure – Pester The Pure CD,Pester The Pure,Pester The Pure,CD,Digipak 2013 (SEALED)
Spiritual Deception – Spiritual Deception CD,Spiritual Deception,Spiritual Deception,CD,Digipak 2017 (SEALED)
The Summoned – Sessions CD,The Summoned,Sessions,CD,Digipak 2017 (SEALED)
Woman Is The Earth – Torch Of Our Final Night CD,Woman Is The Earth,Torch Of Our Final Night,CD,Digipak 2016 (SEALED)
Youth Of Today - Break Down The Walls LP,Youth Of Today,Break Down The Walls,Vinyl,Pink 2024 press vinyl
GBH - City Baby Attacked By Rats LP,GBH,City Baby Attacked By Rats,Vinyl,Black 2024 press vinyl
Disfear - Everyday Slaughter LP,Disfear,Everyday Slaughter,Vinyl,Black 2023 press vinyl
Orthodox - Let It Take Its Course CD,Orthodox,Let It Take Its Course,CD,CD 2020
Orthodox - Sounds Of Loss CD,Orthodox,Sounds Of Loss,CD,CD 2017
Ante-Inferno CD 2-Pack,Ante,Inferno CD 2-Pack,CD,2 x CDs
Abkehr CD 2-Pack,Abkehr CD 2,Pack,CD,CD 2022
BLEMISH - Khonsu – Anomalia CD,BLEMISH,Khonsu – Anomalia,CD,Jewel Case 2012
BLEMISH - Lye By Mistake – Arrangements For Fulminating Vective CD,BLEMISH,Lye By Mistake – Arrangements For Fulminating Vective,CD,Jewel Case 2006
BLEMISH - Strike Each Other – Sentence CD,BLEMISH,Strike Each Other – Sentence,CD,Jewel Case 2016
BLEMISH - COAST – Skim CD,BLEMISH,COAST – Skim,CD,Digisleeve 2019
BLEMISH - Infecting The Swarm – Pathogenesis CD,BLEMISH,Infecting The Swarm – Pathogenesis,CD,Digipak 2014 (#078/200)
BLEMISH - Jesaiah – Et Tu. Hope CD,BLEMISH,Jesaiah – Et Tu. Hope,CD,Digipak 2009
BLEMISH - Left To The Wolves – War Upon The Modern Age CD,BLEMISH,Left To The Wolves – War Upon The Modern Age,CD,Digipak 2013
BLEMISH - Nephalokia – Sunshine CD,BLEMISH,Nephalokia – Sunshine,CD,Digipak 2010
BLEMISH - Pariso / Kerouac - Split CD,BLEMISH,Pariso / Kerouac - Split,CD,Digipak 2011
BLEMISH - Cardiac Necropsy – Shayateen CD,BLEMISH,Cardiac Necropsy – Shayateen,CD,Digipak 2012
DYS - Brotherhood LP,DYS,Brotherhood,Vinyl,Green 2024 press vinyl
Ceremony - Rohnert Park CD,Ceremony,Rohnert Park,CD,Jewel Case 2010
Cthonica - The Lesser Incantations Of Chthonic Lore LP,Cthonica,The Lesser Incantations Of Chthonic Lore,Vinyl,Black 1st press vinyl
Bane - Don't Wait Up LP,Bane,Don't Wait Up,Vinyl,Baby Blue 2023 press
Nile - Black Seeds Of Vengeance CD,Nile,Black Seeds Of Vengeance,CD,Jewel Case 2021
Nile - In Their Darkened Shrines CD,Nile,In Their Darkened Shrines,CD,Jewel Case 2021
Pig Destroyer - Phantom Limb CD,Pig Destroyer,Phantom Limb,CD,Jewel Case 2018
Pig Destroyer - 38 Counts Of Battery CD,Pig Destroyer,38 Counts Of Battery,CD,Jewel Case 2018
Pig Destroyer - Pornographers Of Sounds: Live In NYC CD,Pig Destroyer,Pornographers Of Sounds: Live In NYC,CD,Jewel Case 2021
Primitive Man - Immersion CD,Primitive Man,Immersion,CD,Jewel Case 2020
Revocation - Teratogenesis CD,Revocation,Teratogenesis,CD,Jewel Case 2024
Suffocation - Souls To Deny CD,Suffocation,Souls To Deny,CD,Jewel Case 2020
Coffins - Sinister Oath Cassette,Coffins,Sinister Oath,Cassette,Black Shell 2024
Feculent - The Grotesque Arena LP,Feculent,The Grotesque Arena,Vinyl,Black 2021 press vinyl
Pharmacist - Forensic Pathology Jurisprudence [Extended Jurisdiction] Tape,Pharmacist,Forensic Pathology Jurisprudence [Extended Jurisdiction],Cassette,Cassette 2021
Witness The Recreant – Avarice CD,Witness The Recreant,Avarice,CD,Jewel Case 2015 (#14/30)
When Plagues Collide ‎– Tutor Of The Dying CD,When Plagues Collide ‎,Tutor Of The Dying,CD,Jewel Case 2018 (SEALED)
When Plagues Collide ‎– Tutor Of The Dying CD,When Plagues Collide ‎,Tutor Of The Dying,CD,Digipak 2018 (SEALED #88/100)
Wineville – Mind Of A Dead Man CD,Wineville,Mind Of A Dead Man,CD,Jewel Case 2016 (#9/100)
Sustenance - Neutral Until Provoked CD,Sustenance,Neutral Until Provoked,CD,Jewel Case 2016 (#12/30)
Signals From Saturn – Continuance CD,Signals From Saturn,Continuance,CD,Jewel Case 2018 (SEALED #11/40)
Six - Chronicles Of Possession CD,Six,Chronicles Of Possession,CD,Jewel Case 2017 (SEALED)
Second Death - Casket CD,Second Death,Casket,CD,Jewel Case 2018 (SEALED)
Second Death - Substance CD,Second Death,Substance,CD,Jewel Case 2018 (SEALED)
Repulser – Abhorrence EP CD,Repulser,Abhorrence EP,CD,Jewel Case 2015 (#23/30)
Pyres Of Kiev - Tochka Zoru CD,Pyres Of Kiev,Tochka Zoru,CD,Jewel Case 2017 (SEALED)
Pry - Grim CD,Pry,Grim,CD,Jewel Case 2018 (#15/150)
Pry - Nodus Tollens CD,Pry,Nodus Tollens,CD,Jewel Case 2016 (#11/40)
Beyond Deviation - The Plague King CD,Beyond Deviation,The Plague King,CD,Jewel Case 2017 (SEALED #22/75)
Planetkiller - Treachery CD,Planetkiller,Treachery,CD,Jewel Case 2019 (SEALED #17/40)
NWO - Illuminated CD,NWO,Illuminated,CD,Jewel Case 2015 (#25/30)
Misery Noise – Vaalbara CD,Misery Noise,Vaalbara,CD,Jewel Case 2016 (#23/40)
Left To Drown – Left To Drown CD,Left To Drown,Left To Drown,CD,Jewel Case 2018 (SEALED)
Left To Drown – Left To Drown CD,Left To Drown,Left To Drown,CD,Digipak 2018 (SEALED #80/100)
Locked Out - Dissociation CD,Locked Out,Dissociation,CD,Jewel Case 2018 (SEALED #15/40)
In Depths – Devil In The Deep CD,In Depths,Devil In The Deep,CD,Jewel Case 2018 (SEALED #18/40)
Heft – Heft CD,Heft,Heft,CD,Jewel Case 2017 (SEALED)
Gucci Flute – Persimmon Hollow CD,Gucci Flute,Persimmon Hollow,CD,Jewel Case 2017 (SEALED)
Fleshburner – Birtheater CD,Fleshburner,Birtheater,CD,Digipak 2017 (SEALED #037/100)
Errabyss - Wither CD,Errabyss,Wither,CD,Jewel Case 2018 (#10/40)
Disorder - Disorder CD,Disorder,Disorder,CD,Jewel Case 2018 (SEALED)
Disorder - Disorder CD,Disorder,Disorder,CD,Jewel Case 2018 (#05/40)
Depressor – Callous CD,Depressor,Callous,CD,Jewel Case 2018 (SEALED)
Depressor – Callous CD,Depressor,Callous,CD,Jewel Case 2018 (SEALED #04/30)
Creating the Godform – Eve Of Hollow Mass CD,Creating the Godform,Eve Of Hollow Mass,CD,Jewel Case 2018 (SEALED #06/30)
Creating the Godform – Eve Of Hollow Mass CD,Creating the Godform,Eve Of Hollow Mass,CD,Digipak 2018 (SEALED #016/150)
Dead Nerves – Buried In Dirt CD,Dead Nerves,Buried In Dirt,CD,Jewel Case 2018 (SEALED #08/40)
Corpus – Delirium CD,Corpus,Delirium,CD,Jewel Case 2017 (SEALED)
Colossal – Trials CD,Colossal,Trials,CD,Jewel Case 2015 (#17/40)
Conquest – Resurface CD,Conquest,Resurface,CD,Jewel Case 2016 (#17/30)
Colossal – Nowhere CD,Colossal,Nowhere,CD,Jewel Case 2016 (#16/40)
