"Trollheim ""Im Heidenwald Elfgards & Ensomhet"" CD",Trollheim,Im Heidenwald Elfgards & Ensomhet,CD,
"Valhalla ""Unearthed"" LP",Valhalla,Unearthed,Vinyl,
"Sentient Divide ""Haunted by Cruelty"" tape",Sentient Divide,Haunted by Cruelty,Cassette,
"Vritra ""Deinde Signum Mortifera"" LP",Vritra,Deinde Signum Mortifera,Vinyl,
"Brainstorm ""Lords"" tape",Brainstorm,Lords,Cassette,
"Harfang ""Slice of Life"" 2CD",Harfang,Slice of Life,CD,
"Darkness ""The Ultimate Prophecy"" 2CD",Darkness,The Ultimate Prophecy,CD,
"Kestrel ""Primordial Remembrance"" tape",Kestrel,Primordial Remembrance,Cassette,
"Ion Britton ""Eat Metal"" CD",Ion Britton,Eat Metal,CD,
"Darvulia ""Acte Dix: Démos"" LP",Darvulia,Acte Dix: Démos,Vinyl,
"Grizelda ""A War Drenched in Fantasy"" tape",Grizelda,A War Drenched In Fantasy,Cassette,
"Grond ""Forest Crypt"" tape",Grond,Forest Crypt,Cassette,
"Inferno Requiem ""Primitive Outburst"" tape",Inferno Requiem,Primitive Outburst,Cassette,
"Cirrhus ""Identical Hallways"" tape",Cirrhus,Identical Hallways,Cassette,
"Pestilentia ""Where the Light Dies"" LP",Pestilentia,Where the Light Dies,Vinyl,
"Holster ""Holster"" LP",Holster,Holster,Vinyl,
"Death Courier ""EP and Demo"" LP",Death Courier,EP and Demo,Vinyl,
"Grand Mood ""The Trench Between Black and White"" 12"" EP",Grand Mood,The Trench Between Black and White,Vinyl,
"Furdidurke ""November 2005"" Rehearsal 10""",Furdidurke,November 2005,Vinyl,
"Eunuch ""Winter 2013 Electronic Manifestation"" tape",Eunuch,Winter 2013 Electronic Manifestation,Cassette,
"Cirrhus ""Unimpeachable Madness"" LP",Cirrhus,Unimpeachable Madness,Vinyl,
