description,artist,album,format,extra
"MIDNIGHT BETROTHED ""Dreamless"" CD [jewel case]",Midnight Betrothed,Dreamless,CD,[jewel case]
"[SOLD OUT] FAIDRA ""Six Voices Inside"" CD",Faidra,Six Voices Inside,CD,
"EMYN MUIL ""Afar Angathfark"" CD",EMYN MUIL,Afar Angathfark,CD,
"[SOLD OUT] EMYN MUIL ""Túrin Turambar Dagnir Glaurunga"" CD",EMYN MUIL,Túrin Turambar Dagnir Glaurunga,CD,
"[SOLD OUT] GALLOWBRAID ""Ashen Eidolon"" CD",GALLOWBRAID,Ashen Eidolon,CD,
"[SOLD OUT] LUNAR SPELLS / ORDER OF NOSFERAT ""Shadowrealm Incantations"" CD (digipak, lim.800)",LUNAR SPELLS / ORDER OF NOSFERAT,Shadowrealm Incantations,CD,"(digipak, lim.800)"
"[SOLD OUT] NEPTUNE TOWERS ""Transmissions From Empire Algol"" vinyl LP",Neptune Towers,Transmissions from Empire Algol,Vinyl,
"ENSLAVED ""Frost"" Vinyl LP (gatefold, color, foil stamp)",Enslaved,Frost,Vinyl,"(gatefold, color, foil stamp)"
"[SOLD OUT] NEPTUNE TOWERS ""Caravans To Empire Algol"" vinyl LP",Neptune Towers,Caravans to Empire Algol,Vinyl,
"WINDIR ""Likferd"" Vinyl 2xLP (gatefold, lim.800)",Windir,Likferd,Vinyl,"(gatefold, lim.800)"
"[SOLD OUT] SUMMONING ""Let Mortal Heroes Sing Your Fame"" vinyl 2xLP (Double LP Gatefold)",SUMMONING,Let Mortal Heroes Sing Your Fame,Vinyl,(Double LP Gatefold)
"THE ORACLE / REIGN A.D. ""The Mountain Peaks of Prophecy"" split vinyl LP (180g, obi, booklet, Lim.250)",THE ORACLE / REIGN A.D.,The Mountain Peaks of Prophecy,Vinyl,"(180g, obi, booklet, Lim.250)"
"THANGORODRIM ""Prologue"" 4xCD (slipcase box / vinyl replica sleeves)",Thangorodrim,Prologue,CD,(slipcase box / vinyl replica sleeves)
"FIEF ""I-IV"" 4xCD (slipcase box / vinyl replica sleeves)",Fief,I-IV,CD,(slipcase box / vinyl replica sleeves)
"MORTIIS ""Født Til Å Herske"" CD (jewel case w/ gold printing, lim.500)",Mortiis,Født Til Å Herske,CD,"(jewel case w/ gold printing, lim.500)"
"[SOLD OUT] CURTA'N WALL ""Crocodile Moat... And Moar!"" vinyl LP (3 color options, 180g)",CURTA'N WALL,Crocodile Moat... And Moar!,Vinyl,"(3 color options, 180g)"
"[SOLD OUT] SKUGGEHEIM ""Vinterrikets Konge"" vinyl LP (gatefold w/poster)",Skuggeheim,Vinterrikets Konge,Vinyl,(gatefold w/poster)
"JIM KIRKWOOD ""King of the Golden Hall"" CD (lim.300)",JIM KIRKWOOD,King of the Golden Hall,CD,(lim.300)
"JIM KIRKWOOD ""Uruk-Hai"" CD (lim.300)",JIM KIRKWOOD,Uruk-Hai,CD,(lim.300)
"JIM KIRKWOOD ""Where Shadows Lie"" CD (lim.300)",JIM KIRKWOOD,Where Shadows Lie,CD,(lim.300)
"JIM KIRKWOOD ""King of the Golden Hall"" vinyl LP (w/poster - 2 color options)",JIM KIRKWOOD,King of the Golden Hall,Vinyl,(w/poster - 2 color options)
"JIM KIRKWOOD ""Where Shadows Lie"" vinyl LP (w/poster - 2 color options)",JIM KIRKWOOD,Where Shadows Lie,Vinyl,(w/poster - 2 color options)
"JIM KIRKWOOD ""Uruk-Hai"" vinyl LP (w/poster - 2 color options)",JIM KIRKWOOD,Uruk-Hai,Vinyl,(w/poster - 2 color options)
"WOLFTOWER / BEREFT RAVEN ""Split"" vinyl LP",WOLFTOWER / BEREFT RAVEN,Split,Vinyl,
"TRHÄ / CELESTIAL SWORD ""Edënohhdlha hálgra tu majtranlh'ha / Ganëcëcta mon idlhi"" vinyl LP",TRHÄ / CELESTIAL SWORD,Edënohhdlha hálgra tu majtranlh'ha / Ganëcëcta mon idlhi,Vinyl,
"TRHÄ / ACHEULEAN FORESTS ""Die Macht Der Feenfamme"" vinyl LP",TRHÄ / ACHEULEAN FORESTS,Die Macht Der Feenfamme,Vinyl,
"[SOLD OUT] DARKTHRONE ""Transilvanian Hunger"" vinyl LP",Darkthrone,Transilvanian Hunger,Vinyl,
"IMPERIAL CRYSTALLINE ENTOMBMENT (I.C.E.) ""Apocalyptic End in White"" vinyl LP (color)",IMPERIAL CRYSTALLINE ENTOMBMENT (I.C.E.),Apocalyptic End in White,Vinyl,(color)
"[SOLD OUT] EVILFEAST ""Funeral Sorcery"" vinyl 2xLP (gatefold)",Evilfeast,Funeral Sorcery,Vinyl,(gatefold)
"L4ZR GR1D ""Client Pleasures"" 7"" vinyl EP (gatefold)",L4ZR GR1D,Client Pleasures,Vinyl,(gatefold)
"[SOLD OUT] ALTAI-SAYAN ""Sängke-Tūrem Najt Mut-Moräh"" Vinyl 2xLP (gatefold)",ALTAI-SAYAN,Sängke-Tūrem Najt Mut-Moräh,Vinyl,(gatefold)
"[SOLD OUT] STORMKEEP ""Galdrum"" Vinyl LP (Color, 180g)",Stormkeep,Galdrum,Vinyl,"(Color, 180g)"
"[SOLD OUT] EVILFEAST ""Lost Horizons of Wisdom"" vinyl 2xLP (gatefold)",Evilfeast,Lost Horizons of Wisdom,Vinyl,(gatefold)
"[SOLD OUT] NAN MORLITH ""Âdhûn"" CD [digipak]",NAN MORLITH,Âdhûn,CD,[digipak]
"[SOLD OUT] TECHNO VIKING ""Techno Viking"" vinyl LP",TECHNO VIKING,Techno Viking,Vinyl,
"[SOLD OUT] DIMMU BORGIR ""For All Tid"" CD (w/ bonus tracks)",DIMMU BORGIR,For All Tid,CD,(w/ bonus tracks)
"[SOLD OUT] DUNGEONS OF IRITHYLL ""A Journey Through The Dark"" CD",DUNGEONS OF IRITHYLL,A Journey Through The Dark,CD,
"[SOLD OUT] BLIND GUARDIAN ""Follow the Blind"" 2xCD (double CD digipak)",BLIND GUARDIAN,Follow the Blind,CD,(double CD digipak)
"[SOLD OUT] IMMORTAL ""Sons of Northern Darkness"" vinyl 2xLP (gatefold, etching)",Immortal,Sons of Northern Darkness,Vinyl,"(gatefold, etching)"
"[SOLD OUT] IMMORTAL ""Pure Holocaust"" vinyl LP (color, gatefold)",Immortal,Pure Holocaust,Vinyl,"(color, gatefold)"
"[SOLD OUT] IMMORTAL ""Blizzard Beasts"" vinyl LP (gatefold, color)",Immortal,Blizzard Beasts,Vinyl,"(gatefold, color)"
"[SOLD OUT] IMMORTAL ""Battles In The North"" vinyl LP (gatefold)",Immortal,Battles in the North,Vinyl,(gatefold)
"[SOLD OUT] MALFET ""Dolorous Gard"" vinyl LP (180g color w/ insert)",Malfet,Dolorous Gard,Vinyl,(180g color w/ insert)
"ALGHOL ""Night Eternal"" Deluxe CD (jewel case w/slipcase, etched disc)",Alghol,Night Eternal,CD,"(jewel case w/slipcase, etched disc)"
"[SOLD OUT] FOREST TEMPLE ""From Stardust Bled Into Soil - The Trees Whisper"" vinyl LP (180g, obi)",Forest Temple,From Stardust Bled Into Soil - The Trees Whisper,Vinyl,"(180g, obi)"
"[SOLD OUT] NÍÐSTÖNG ""The Essence of Eternity"" vinyl LP (color w/ OBI, gatefold)",NÍÐSTÖNG,The Essence of Eternity,Vinyl,"(color w/ OBI, gatefold)"
"[SOLD OUT] EMPEROR ""Anthems to the Welkin at Dusk"" vinyl LP",Emperor,Anthems To The Welkin At Dusk,Vinyl,
"MUSHROOM VILLAGE ""s/t"" vinyl LP (2 color options, 180g)",MUSHROOM VILLAGE,s/t,Vinyl,"(2 color options, 180g)"
"THREE LITTLE CAVIES ""Collected Works"" vinyl LP (2 color options, 180g)",THREE LITTLE CAVIES,Collected Works,Vinyl,"(2 color options, 180g)"
"[SOLD OUT] DEEP GNOME ""II"" vinyl LP (2 color options, 180g)",Deep Gnome,II,Vinyl,"(2 color options, 180g)"
"FIEF ""IV"" Vinyl LP (bone/yellow split, 2nd press / 300)",Fief,IV,Vinyl,"(bone/yellow split, 2nd press / 300)"
"FIEF ""III"" Vinyl LP (bone/blue split, 2nd press / 300)",Fief,III,Vinyl,"(bone/blue split, 2nd press / 300)"
"FROSTGARD ""Valaquenta I+II"" Double CD [2xCD digipak, lim.300]",FROSTGARD,Valaquenta I+II,CD,"[2xCD digipak, lim.300]"
"[SOLD OUT] FROSTGARD ""Valaquenta I+II"" Vinyl 2xLP (color, Double LP Gatefold, lim.250)",FROSTGARD,Valaquenta I+II,Vinyl,"(color, Double LP Gatefold, lim.250)"
"THE FRIENDLY MOON ""The Friendly Moon"" vinyl LP (180g)",THE FRIENDLY MOON,The Friendly Moon,Vinyl,(180g)
"[SOLD OUT] ICE GOLEM ""IV: Night of the Blood Moon Mansion"" Cassette Tape [lim.66]",ICE GOLEM,IV: Night of the Blood Moon Mansion,Vinyl,[lim.66]
"[SOLD OUT] HERMIT KNIGHT ""Of Frost and Woe"" vinyl LP [lim.200]",HERMIT KNIGHT,Of Frost and Woe,Vinyl,[lim.200]
"[SOLD OUT] GRAVE PILGRIM ""The Bigotry of Purpose"" Vinyl LP (w/insert)",GRAVE PILGRIM,The Bigotry of Purpose,Vinyl,(w/insert)
"[SOLD OUT] REVENANT MARQUIS ""All the Pleasures of Heaven"" Vinyl LP (lim.220 w/insert)",Revenant Marquis,All the Pleasures of Heaven,Vinyl,(lim.220 w/insert)
"VERMINOUS KNIGHT ""Malignant Descent"" CD [digipak]",Verminous Knight,Malignant Descent,CD,[digipak]
"[SOLD OUT] ANGSTLOCH ""The Shades of Pale Night"" vinyl LP (lim.50, w/insert)",ANGSTLOCH,The Shades of Pale Night,Vinyl,"(lim.50, w/insert)"
"[SOLD OUT] NOCTURNAL EFFIGY ""Unveiled Dark Majesty"" vinyl LP (w/ 2 inserts, bonus track)",Nocturnal Effigy,Unveiled Dark Majesty,Vinyl,"(w/ 2 inserts, bonus track)"
"[SOLD OUT] WAGNER ÖDEGARD ""Gryningenne"" EP (coke bottle green 7"")",WAGNER ÖDEGARD,Gryningenne,Vinyl,"(coke bottle green 7"")"
"ALKILITH ""Hidden Beneath The Veil of Stars"" vinyl LP (color, lim.100)",ALKILITH,Hidden Beneath The Veil of Stars,Vinyl,"(color, lim.100)"
"ALKILITH ""Dracolich of The Gray Waste"" vinyl LP (color, lim.100)",ALKILITH,Dracolich of The Gray Waste,Vinyl,"(color, lim.100)"
"[SOLD OUT] SISTERS OF MERCY ""Floodland"" vinyl LP",SISTERS OF MERCY,Floodland,Vinyl,
"FORLORN KINGDOM / NACHTJÄGER ""Das Portal zum Bergreich"" Split vinyl LP (lim.150 w/insert)",FORLORN KINGDOM / NACHTJÄGER,Das Portal zum Bergreich,Vinyl,(lim.150 w/insert)
"GNOLL ""The Citadel of Evil"" vinyl LP (w/OBI & RPG Module!)",GNOLL,The Citadel of Evil,Vinyl,(w/OBI & RPG Module!)
"[SOLD OUT] GNOLL ""Music for Dungeons"" vinyl LP (w/OBI + RPG Module!)",GNOLL,Music for Dungeons,Vinyl,(w/OBI + RPG Module!)
"[SOLD OUT] VANDALORUM ""Mesopotamian Death Cult"" vinyl LP (color w/ OBI & RPG Module!)",Vandalorum,Mesopotamian Death Cult,Vinyl,(color w/ OBI & RPG Module!)
"OLD NICK ""Haunted Loom!! / The Vanitous Specter"" vinyl LP [lim.400]",Old Nick,Haunted Loom!! / The Vanitous Specter,Vinyl,[lim.400]
"OLD NICK / HEX CLOCK ""Split"" vinyl LP [lim.300] (color, 2nd pressing)",OLD NICK / HEX CLOCK,Split,Vinyl,"[lim.300] (color, 2nd pressing)"
"[SOLD OUT] OLD NICK ""The Truest Spell"" 7"" vinyl EP (3 color options)",Old Nick,The Truest Spell,Vinyl,(3 color options)
"SCEPTRE OF THE FADING DAWN ""Ritual Echoes in the Distant Forest"" Vinyl LP (lim.300 w/insert)",Sceptre Of The Fading Dawn,Ritual Echoes in the Distant Forest,Vinyl,(lim.300 w/insert)
"THANGORODRIM ""Taur Nu Fuin"" Vinyl LP (white/black spinner, lim.250 w/poster)",Thangorodrim,Taur Nu Fuin,Vinyl,"(white/black spinner, lim.250 w/poster)"
"ETERNAL TYRANT ""Born of the Imperial Dragon"" vinyl LP (lim.150)",Eternal Tyrant,Born of the Imperial Dragon,Vinyl,(lim.150)
"[SOLD OUT] BATHORY ""Nordland II"" vinyl 2xLP (gatefold, 180g)",Bathory,Nordland II,Vinyl,"(gatefold, 180g)"
"[SOLD OUT] BATHORY ""Nordland I"" vinyl 2xLP (180g, gatefold)",Bathory,Nordland I,Vinyl,"(180g, gatefold)"
"[SOLD OUT] BATHORY ""Blood on Ice"" vinyl 2xLP (double LP)",Bathory,Blood on Ice,Vinyl,(double LP)
"SKHEMTY ""Sunrise on the Old Kingdom"" vinyl LP (color)",SKHEMTY,Sunrise on the Old Kingdom,Vinyl,(color)
"[SOLD OUT] LUNE ""Hymns to the Lunar Realm"" vinyl LP (color)",Lune,Hymns to the Lunar Realm,Vinyl,(color)
"[SOLD OUT] MELKOR'S SPELL ""Soria-Moria"" CD",MELKOR'S SPELL,Soria-Moria,CD,
"[SOLD OUT] WOLFTOWER ""The Gathering of the Forlorn Souls"" CD",Wolftower,The Gathering of the Forlorn Souls,CD,
"[SOLD OUT] WOLFTOWER ""Funeral Swords"" CD",Wolftower,Funeral Swords,CD,
"[SOLD OUT] OLD SORCERY ""Strange and Eternal"" vinyl LP (black or color, foil stamp)",Old Sorcery,Strange and Eternal,Vinyl,"(black or color, foil stamp)"
"[SOLD OUT] MORKETSVIND ""Book of Tales"" CD [Digipak]",Morketsvind,Book of Tales,CD,[Digipak]
"[SOLD OUT] ETERNAL FEAR ""Ancient Woods / Pagan Souls..."" CD [Digipak]",ETERNAL FEAR,Ancient Woods / Pagan Souls...,CD,[Digipak]
"[SOLD OUT] OLD SORCERY ""Realms of Magickal Sorrow"" vinyl LP (180g, foil stamp)",Old Sorcery,Realms of Magickal Sorrow,Vinyl,"(180g, foil stamp)"
"ESKAPISM ""Ancient Songs Of The Wind"" Vinyl LP (Lim. 150)",Eskapism,Ancient Songs of the Wind,Vinyl,(Lim. 150)
"ESKAPISM ""Tales Of Elder Forest"" Vinyl LP (Lim. 150)",Eskapism,Tales Of Elder Forest,Vinyl,(Lim. 150)
"[SOLD OUT] VRÖRSAATH ""Moonlight's Wrath"" CD [Digipak]",VRÖRSAATH,Moonlight's Wrath,CD,[Digipak]
"[SOLD OUT] MELKOR'S SPELL ""Songs from Forgotten Ancient Times"" CD [Digipak]",MELKOR'S SPELL,Songs from Forgotten Ancient Times,CD,[Digipak]
"[SOLD OUT] MELKOR'S SPELL ""Under the Sign of Darkness"" CD [Digipak]",MELKOR'S SPELL,Under the Sign of Darkness,CD,[Digipak]
"[SOLD OUT] OLD SORCERY ""Realms of Magickal Sorrow"" CD",Old Sorcery,Realms of Magickal Sorrow,CD,
"OLD SORCERY ""Clandestine Meditation in Two Chapters"" CD [Digipak]",Old Sorcery,Clandestine Meditation in Two Chapters,CD,[Digipak]
"[SOLD OUT] MORKETSVIND ""Saga of Blood Lands"" CD digipak",Morketsvind,Saga of Blood Lands,CD,
"OLD SORCERY ""Strange and Eternal"" CD",Old Sorcery,Strange and Eternal,CD,
"BELERIAND ""In The Book Of Life One Leaf Turned"" CD",BELERIAND,In The Book Of Life One Leaf Turned,CD,
"[SOLD OUT] ROYAUME DES BRUMES ""Demo Collection"" double CD (2xCD DVD case)",ROYAUME DES BRUMES,Demo Collection,CD,(2xCD DVD case)
"[SOLD OUT] QUEST MASTER ""Sword & Circuitry"" vinyl LP (w/ OBI & insert, color)",Quest Master,Sword & Circuitry,Vinyl,"(w/ OBI & insert, color)"
"DUIVELSGROT ""T.I.T.K.M.B.I.A.I.D.M"" vinyl LP (180g w/ insert)",DUIVELSGROT,T.I.T.K.M.B.I.A.I.D.M,Vinyl,(180g w/ insert)
"FEU DE SAINT-ANTOINE ""Arcanes Oublies"" vinyl LP (color, 180g)",Feu De Saint-Antoine,Arcanes Oublies,Vinyl,"(color, 180g)"
"[SOLD OUT] THE GLOOMY RADIANCE OF THE MOON ""Hidden in the Darkness of Fallen Mastery"" CD",The Gloomy Radiance Of the Moon,Hidden In The Darkness Of Fallen Mastery,CD,
"КРОШКА НЕТОПЫРЬ И МАЛЫШ МЁРТВАЯ ГОЛОВА ""Волшебные Рассказы..."" CD (lim.200) [Little Bat and Kid Dead Head]",КРОШКА НЕТОПЫРЬ И МАЛЫШ МЁРТВАЯ ГОЛОВА,Волшебные Рассказы...,CD,(lim.200) [Little Bat and Kid Dead Head]
"[SOLD OUT] MOONLIGHT SORCERY ""Horned Lord of the Thorned Castle"" Deluxe Vinyl LP (color, foil stamped gatefold w/ huge booklet)",Moonlight Sorcery,Horned Lord of the Thorned Castle,Vinyl,"(color, foil stamped gatefold w/ huge booklet)"
"[SOLD OUT] MOONLIGHT SORCERY ""Horned Lord of the Thorned Castle"" CD",Moonlight Sorcery,Horned Lord of the Thorned Castle,CD,
"[SOLD OUT] TRHÄ ""Endlhëtonëg"" vinyl 2xLP (double LP color)",TRHÄ,Endlhëtonëg,Vinyl,(double LP color)
"[SOLD OUT] MESARTHIM ""The Degenerate Era"" vinyl LP (color)",Mesarthim,The Degenerate Era,Vinyl,(color)
"NEIGE ET NOIRCEUR ""Les Brumes Éternelles"" CD (digipak)",Neige et Noirceur,Les Brumes Éternelles,CD,(digipak)
"ENISUM ""Forgotten Mountains"" CD (digipak)",ENISUM,Forgotten Mountains,CD,(digipak)
"[SOLD OUT] ABSTRACT VOID ""Forever"" CD (digipak)",ABSTRACT VOID,Forever,CD,(digipak)
"[SOLD OUT] SADNESS ""I want to be there"" vinyl LP (color) [TRHÄ]",SADNESS,I want to be there,Vinyl,(color) [TRHÄ]
"[SOLD OUT] SADNESS ""I want to be there"" CD [TRHÄ]",SADNESS,I want to be there,CD,[TRHÄ]
"VIOLET COLD ""kOsmik"" CD (digipak)",VIOLET COLD,kOsmik,CD,(digipak)
"[SOLD OUT] SOULLESS ""The Supreme Resurgence"" vinyl LP (color)",Soulless,The Supreme Resurgence,Vinyl,(color)
"[SOLD OUT] BURDEN OF YMIR ""Heorot"" CD (digipak)",BURDEN OF YMIR,Heorot,CD,(digipak)
"[SOLD OUT] ABSTRACT VOID ""Forever"" vinyl LP (color)",ABSTRACT VOID,Forever,Vinyl,(color)
"[SOLD OUT] ENISUM ""Forgotten Mountains"" vinyl LP (color)",ENISUM,Forgotten Mountains,Vinyl,(color)
"[SOLD OUT] ABSTRACT VOID ""Wishdream"" vinyl LP (color)",ABSTRACT VOID,Wishdream,Vinyl,(color)
"TRHÄ ""Vat Gëlénva!!!"" CD [digipak]",TRHÄ,Vat Gëlénva!!!,CD,[digipak]
"[SOLD OUT] MOONLIGHT SORCERY ""Nightwind - The Conqueror From the Stars"" CD",Moonlight Sorcery,Nightwind - The Conqueror From the Stars,CD,
"TRHÄ ""Endlhëtonëg"" CD [digipak]",TRHÄ,Endlhëtonëg,CD,[digipak]
"[SOLD OUT] MESARTHIM ""Isolate"" vinyl LP (color)",Mesarthim,Isolate,Vinyl,(color)
"MESARTHIM ""Arrival"" vinyl 2xLP (double LP gatefold, color)",Mesarthim,Arrival,Vinyl,"(double LP gatefold, color)"
"[SOLD OUT] MOONLIGHT SORCERY ""Piercing Through the Frozen Eternity"" CD (digipak)",Moonlight Sorcery,Piercing Through the Frozen Eternity,CD,(digipak)
"[SOLD OUT] SAOR ""Forgotten Paths"" vinyl LP (color)",Saor,Forgotten Paths,Vinyl,(color)
"[SOLD OUT] VANISHING AMULET ""Nocturnal Heritage"" CD (lim. 50)",Vanishing Amulet,Nocturnal Heritage,CD,(lim. 50)
"VANISHING AMULET ""Nocturnal Heritage"" vinyl LP (two color options, w/ insert)",Vanishing Amulet,Nocturnal Heritage,Vinyl,"(two color options, w/ insert)"
"[SOLD OUT] XASTHUR ""Rehearsals 1997-1999"" Vinyl LP (color)",Xasthur,Rehearsals 1997-1999,Vinyl,(color)
"XASTHUR ""The Funeral of Being"" vinyl 2xLP (color, Double LP Gatefold)",Xasthur,The Funeral of Being,Vinyl,"(color, Double LP Gatefold)"
"HOT GRAVES ""Plaguewielder"" vinyl LP (color)",HOT GRAVES,Plaguewielder,Vinyl,(color)
"[SOLD OUT] PURZUM ""Filosofeline"" vinyl LP (color)",PURZUM,Filosofeline,Vinyl,(color)
"[SOLD OUT] ÖRNATORPET ""Vid Himinsenda"" CD (digipak)",Örnatorpet,Vid Himinsenda,CD,(digipak)
"PERFUME ""Oil Lamp Catastrophe I+II"" vinyl LP (color)",Perfume,Oil Lamp Catastrophe I+II,Vinyl,(color)
"[SOLD OUT] SILENCER ""Death, Pierce Me"" vinyl LP (gatefold, color)",SILENCER,"Death, Pierce Me",Vinyl,"(gatefold, color)"
"[SOLD OUT] SILENCER ""Death, Pierce Me"" CD",SILENCER,"Death, Pierce Me",CD,
"NOCTERNITY ""Harps of the Ancient Temples"" CD",Nocternity,Harps Of The Ancient Temples,CD,
"[SOLD OUT] ÖRNATORPET ""Fjällets gyllene slott"" CD (digipak)",Örnatorpet,Fjällets gyllene slott,CD,(digipak)
"[SOLD OUT] AHULABRUM ""Strange Lights Portend Their Presence"" vinyl LP",AHULABRUM,Strange Lights Portend Their Presence,Vinyl,
"[SOLD OUT] MIDORAN ""Midöran'Döhla"" vinyl LP (color)",Midoran,Midöran'Döhla,Vinyl,(color)
"TRHÄ ""endlhëdëhaj qáshmëna ëlh vim innivte"" vinyl LP (color)",TRHÄ,endlhëdëhaj qáshmëna ëlh vim innivte,Vinyl,(color)
"[SOLD OUT] TRHÄ ""mã Héshiva õn dahh Khata trhândlha vand..."" vinyl LP (color)",TRHÄ,mã Héshiva õn dahh Khata trhândlha vand...,Vinyl,(color)
"COVERED BRIDGES ""The Aurora"" vinyl LP (color, 180g)",COVERED BRIDGES,The Aurora,Vinyl,"(color, 180g)"
"[SOLD OUT] FLICKERS FROM THE FEN ""Stoned in Gielinor"" vinyl LP (color, 180g)",FLICKERS FROM THE FEN,Stoned in Gielinor,Vinyl,"(color, 180g)"
"[SOLD OUT] FROG CONCERT ""Slumbering Sounds of the Frog Fellowship"" vinyl LP (2 color options, 180g)",FROG CONCERT,Slumbering Sounds of the Frog Fellowship,Vinyl,"(2 color options, 180g)"
"STRYMER ""Enraged in Utter Darkness"" CD (digipak)",STRYMER,Enraged in Utter Darkness,CD,(digipak)
"[SOLD OUT] ELFFOR ""Arkaik II"" CD [digipak] (lim.500)",Elffor,Arkaik II,CD,[digipak] (lim.500)
"WITCHES FOREST ""The Beauty of Silence"" CD [digipak]",WITCHES FOREST,The Beauty of Silence,CD,[digipak]
"DEPRESSIVE SILENCE ""Twenty-Five Years"" 5xVinyl Discography Boxset (lim.300 w/ many extras)",Depressive Silence,Twenty-Five Years,Vinyl,(lim.300 w/ many extras)
"[SOLD OUT] URGEHAL ""Ikonoklast"" Vinyl 2xLP (double LP gatefold, color)",Urgehal,Ikonoklast,Vinyl,"(double LP gatefold, color)"
"[SOLD OUT] NOCTURNAL DEPRESSION ""Cult of Negation"" Vinyl LP (w/ insert)",NOCTURNAL DEPRESSION,Cult of Negation,Vinyl,(w/ insert)
"CREBAIN ""Night of Stormcrow"" Vinyl LP (w/ insert, color)",CREBAIN,Night of Stormcrow,Vinyl,"(w/ insert, color)"
"[SOLD OUT] FIEF ""III+IV"" Vinyl 2xLP (2020 compilation version)",Fief,III+IV,Vinyl,(2020 compilation version)
"[SOLD OUT] COLOSSUS ""Colossus"" vinyl LP (lim.100)",Colossus,Colossus,Vinyl,(lim.100)
"[SOLD OUT] VAELASTRASZ / CONIFEROUS MYST ""Sacrifices of Fire & Ice"" Split CD (lim. 50)",Vaelastrasz / Coniferous Myst,Sacrifices of Fire & Ice,CD,(lim. 50)
"VAELASTRASZ / CONIFEROUS MYST ""Sacrifices of Fire & Ice"" Split vinyl LP (lim. 300 w/ insert)",Vaelastrasz / Coniferous Myst,Sacrifices of Fire & Ice,Vinyl,(lim. 300 w/ insert)
"SCALD ""North Winds"" vinyl LP (gatefold, foil stamped, color, poster)",Scald,North Winds,Vinyl,"(gatefold, foil stamped, color, poster)"
"FIEF ""I"" vinyl LP (2nd pressing, 2 color options)",Fief,I,Vinyl,"(2nd pressing, 2 color options)"
"[SOLD OUT] GRIMDOR ""The Shadow of the Past"" vinyl LP (lim.250 w/insert)",Grimdor,The Shadow of the Past,Vinyl,(lim.250 w/insert)
"[SOLD OUT] VAMPIRIC COFFIN ""Vampiric Coffin"" vinyl LP (color)",Vampiric Coffin,Vampiric Coffin,Vinyl,(color)
"[SOLD OUT] POLTERWYTCH / BALBERSKULT ""Hexenwerk Am Appenberg"" vinyl LP (color)",Polterwytch / Balberskult,Hexenwerk Am Appenberg,Vinyl,(color)
"[SOLD OUT] DEPRESSIVE SILENCE / MIGHTIEST ""Split"" Vinyl 2xLP (180g, deluxe gatefold, insert - 3 color options)",DEPRESSIVE SILENCE / MIGHTIEST,Split,Vinyl,"(180g, deluxe gatefold, insert - 3 color options)"
"FIEF ""II"" Vinyl LP (bone/green split, 3rd press / 300)",Fief,II,Vinyl,"(bone/green split, 3rd press / 300)"
"[SOLD OUT] SLASHER FILM FESTIVAL STRATEGY ""Psychic Shield"" CD (digipak)",SLASHER FILM FESTIVAL STRATEGY,Psychic Shield,CD,(digipak)
"SLASHER FILM FESTIVAL STRATEGY ""Crimson Throne"" CD (digipak)",SLASHER FILM FESTIVAL STRATEGY,Crimson Throne,CD,(digipak)
"SAPTHURAN ""Hildegicel - Blood Dripping From A Sword"" CD (digipak)",SAPTHURAN,Hildegicel - Blood Dripping From A Sword,CD,(digipak)
"[SOLD OUT] BELLKEEPER ""The First Flame of Lordran"" CD (digipak)",BELLKEEPER,The First Flame of Lordran,CD,(digipak)
"SPECTRAL CASTLE ""Prisoner of the Stone Realm"" CD (digipak, lim. 50)",SPECTRAL CASTLE,Prisoner of the Stone Realm,CD,"(digipak, lim. 50)"
"[SOLD OUT] MORTIIS ""Født Til Å Herske"" CD (digipak)",Mortiis,Født Til Å Herske,CD,(digipak)
"HOLE DWELLER ""Returns to Roost"" CD (digipak)",Hole Dweller,Returns to Roost,CD,(digipak)
"[SOLD OUT] CLAWS OF MORIIS ""Sunset of Sorrow"" CD [w/ OBI, lim.50]",CLAWS OF MORIIS,Sunset of Sorrow,CD,"[w/ OBI, lim.50]"
"[SOLD OUT] WARLOCK CORPSE ""Return of the Black Comet"" CD [w/ OBI, lim.50]",Warlock Corpse,Return of the Black Comet,CD,"[w/ OBI, lim.50]"
"PUTRID MARSH ""The Ruler of a Green Hellscape"" flexi disc 7"" (green)",Putrid Marsh,The Ruler of a Green Hellscape,Vinyl,(green)
"[SOLD OUT] REVENANT MARQUIS ""Cyflymiad O'r Holl Arferion Ocwlt"" vinyl LP (lim.150)",Revenant Marquis,Cyflymiad O'r Holl Arferion Ocwlt,Vinyl,(lim.150)
"[SOLD OUT] GRIS ""Il était une forêt... "" SUPER DELUXE Vinyl 2xLP (color, lim. 280, gatefold, booklet, poster, stickers, screen printed)",GRIS,Il était une forêt...,Vinyl,"(color, lim. 280, gatefold, booklet, poster, stickers, screen printed)"
"[SOLD OUT] GELURE ""The Candlelight Tomes"" vinyl LP (color w/ map)",GELURE,The Candlelight Tomes,Vinyl,(color w/ map)
"FALLS OF RAUROS ""The Light That Dwells In Rotten Wood"" vinyl 2xLP (gatefold, color, insert, screen printed)",FALLS OF RAUROS,The Light That Dwells In Rotten Wood,Vinyl,"(gatefold, color, insert, screen printed)"
"[SOLD OUT] URDÔL UR ""Seven Portals to the Arcane Realms"" CD [digipak]",URDÔL UR,Seven Portals to the Arcane Realms,CD,[digipak]
